dataset,split,id,representative,primary,group_sha256
arc,fit,MCAS_8_2015_9,MCAS_8_2015_9,True,e124586344a4966f8e60fc1779884b4cbb0e4c0c43d41813bf44141f7b10ec07
arc,fit,Mercury_7026460,Mercury_7026460,True,6d0d54468752385aed2a47c579e18613935bfc65274978b55d32eea97e55ba0e
arc,fit,Mercury_SC_406650,Mercury_SC_406650,True,6a6cbebdb7ca9551cdf7d43bbe8bc9a981da06d01dd27b7fd1616ebc677c0c99
arc,fit,Mercury_7012618,Mercury_7012618,True,15a19c060cf776110dc9e49d98a7a7c537381946d4724c7bd2b773e511a5885f
arc,fit,Mercury_7207218,Mercury_7207218,True,4ca4ad4c6fe109bc668035435ac1b6a8cc1fe26a06745e5f6c882b01bf9821ca
arc,fit,Mercury_7106330,Mercury_7106330,True,805d35dfd014bb153f0ed22ef04ab99eff53d24c47e4f86c9efbea98aaf86f67
arc,fit,Mercury_7219345,Mercury_7219345,True,a3e3d52747abcbeca29fa0d653a0802a7e9d00c94fc979fd3a0c593e008673ba
arc,fit,Mercury_SC_401254,Mercury_SC_401254,True,5a9ba06327b1c724041532b9763be31a1cc79e3bc89f0365b56973614972a6a7
arc,fit,MCAS_2002_8_13,MCAS_2002_8_13,True,c97fc1626410d63b3a6f869e94ba9b05e5223d16dae88cf9f4ddc4540dfd2b39
arc,fit,AKDE&ED_2012_8_5,AKDE&ED_2012_8_5,True,efec08391e80199254233699cefb662b17a22550a8fa45f04dbaa5c8c4c20b46
arc,fit,VASoL_2009_3_35,VASoL_2009_3_35,True,a39b5c2a55c7f1cd16bf1657648ad6222474b3779c42a5fbbbdc5905ad9ed595
arc,fit,Mercury_SC_401002,Mercury_SC_401002,True,44522e96d4140b237a9330399d1b67a49b3dce98bf16ff3d74cb7d2939f1bec1
arc,fit,Mercury_SC_406088,Mercury_SC_406088,True,08c712e79dfc3d0eaefa509bac92b34a17c630d1b7987eff8afd7716f5e7b7c7
arc,fit,Mercury_SC_406796,Mercury_SC_406796,True,6499c8d8d57087642d7da5b87d5292aec9aafdb691e8a9a03ff0b5109279135b
arc,fit,Mercury_401402,Mercury_401402,True,dc798fcff59f1d592684c311fa230e8721cf138529b5aff2e5c78c199b3cbe96
arc,fit,Mercury_184345,Mercury_184345,True,a5cb6db0d8830184e5ec1cc7b8e454842db520a9881bf0affd2781fbf0dde91b
arc,fit,AKDE&ED_2008_8_25,AKDE&ED_2008_8_25,True,a7c1290e5e71e0d84c7b56103c338eabf193be006ba84dbde22522cf183cc757
arc,fit,Mercury_7168560,Mercury_7168560,True,ca6327003bac186044159495480efe6491b30a01f59cf8dd0cbcf1dbe046dd7e
arc,fit,Mercury_7107380,Mercury_7107380,True,1581acf4da5e35882aeebede8d88e70577228b129f42f13c8ea5c0485364635a
arc,fit,MCAS_1998_4_17,MCAS_1998_4_17,True,305e86fc147a1ec42d73bf5774d7420e502a56d7b941a9122ac40692b67853c6
arc,fit,NYSEDREGENTS_2005_8_28,NYSEDREGENTS_2005_8_28,True,de089b56ecb71b07300a88b87745e58d010446c2a0fe2a9167615f08cdaa489f
arc,fit,Mercury_7187040,Mercury_7187040,True,e848c78e4830691ad62e98a6d54e1df81b73ff14202bfc1d96f9db473ca29e74
arc,fit,Mercury_400243,Mercury_400243,True,7bb5339e60c3d3eb9ccb7cdcc7be019ec19f44985d954437060f985a23a37934
arc,fit,Mercury_SC_LBS10340,Mercury_SC_LBS10340,True,4569d46a47d7fcf8b8f002bbdf359e3d41090371e58275bd237c785684471bfb
arc,fit,Mercury_SC_LBS10918,Mercury_SC_LBS10918,True,dff924e38eb7aa1283d5e2d27dfe83939746011ea3e378f70da28ebc522fbdab
arc,fit,MEA_2016_8_1,MEA_2016_8_1,True,63fcb50e729af6ee0bf016c9e0d0ed4d4182349cd16f881077c85b1d08b19342
arc,fit,MCAS_2009_5_6516,MCAS_2009_5_6516,True,7fb93f661ce608721fdddd699c937c987179f521029300c9026e9b4d71763d86
arc,fit,MCAS_2016_5_11,MCAS_2016_5_11,True,127b2814101174072add759c8a4f66cdf33bef98af0ac0c63c54d4d7c4e83584
arc,fit,Mercury_7041860,Mercury_7041860,True,571a4c5c218a6ab66284f525f13f66e9ccf383c3632ec12148d0a996457b006f
arc,fit,Mercury_SC_400169,Mercury_SC_400169,True,655cb00efb3f892a32d9ad0fb06f8e466f629a871ec12b991cfcb0a99df05e21
arc,fit,CSZ10245,CSZ10245,True,cd5bc277eede5e3936d0b927c4628c852606f1972291e656d6ea8403308457ac
arc,fit,Mercury_SC_407186,Mercury_SC_407186,True,deb954f17656497c26648181abb0cf49338c652179a479fa319b28295a48cfb8
arc,fit,Mercury_417468,Mercury_417468,True,90886361228016e069485e9da8819e7527710711def968657847e4c5c6273cf3
arc,fit,Mercury_7057295,Mercury_7057295,True,daf99694a97b4f1fa565220d82221b60aae336322a0a6d7c8134aaef579185c5
arc,fit,Mercury_7135835,Mercury_7135835,True,933deca520373b07c2c89b0a6ec86ba13de89f8d4c0a9c203c95e4a9c23057fd
arc,fit,AKDE&ED_2012_4_22,AKDE&ED_2012_4_22,True,26b3241aaa64bea8e2e2671cc0f080e74ae19461c38462aa4e6d55321bfd263a
arc,fit,MEA_2011_8_3,MEA_2011_8_3,True,8f0c4fe1a4c955f0d6d7bf4f0b97c16630e5df98b691ab687abd95bff0379bee
arc,fit,Mercury_7230265,Mercury_7230265,True,312d6109c57a023df2cbe44b9d957d39b4f039fdbd80fc97f9556f1b563f06eb
arc,fit,Mercury_7246873,Mercury_7246873,True,e29b8239fca87ff1e04f73fa30426e450786ed449b39bc4e7e10a41dcf3e0e02
arc,fit,NCEOGA_2013_8_51,NCEOGA_2013_8_51,True,487c58df7aa5d9fd0414141fc16e8f5c1ab220d9f50e710d8405451ccf9647b4
arc,fit,Mercury_7143045,Mercury_7143045,True,d609fff6a04ccd0c21cd992013e92d00ea71fab65d1ec68b5ab812a4ef7b50d9
arc,fit,Mercury_SC_406669,Mercury_SC_406669,True,692e94b908b5f58d2d9ce69ddb32b6083ee8fd055ad7b28bbe33800757a89586
arc,fit,Mercury_416649,Mercury_416649,True,366064dc57a0b6e0cf460c8aae734c15d3847d85218871c8827a25f772820be4
arc,fit,MCAS_2016_8_2,MCAS_2016_8_2,True,c06580303dcff08ea685f595ea025e8c6420af626e98acfb26e112c3d61666bd
arc,fit,MCAS_2007_8_5168,MCAS_2007_8_5168,True,9478a11c93f28a1a7241becec2fc13500630ee2ca5b46828869da94c8f2c81cf
arc,fit,NCEOGA_2013_8_22,NCEOGA_2013_8_22,True,7de13282aca15c736a5b03418523e654edb2281d16882250254f6aa327c7dab7
arc,fit,NYSEDREGENTS_2007_8_28,NYSEDREGENTS_2007_8_28,True,5441da14cbab0cd974023de2c034de2aa9eb51d3526dffbd3eb7084d739e56a9
arc,fit,Mercury_7139580,Mercury_7139580,True,65006c1eb8d72a4513db2ea37f77c32d1dcf9d149064ca7ab488507d419b44af
arc,fit,Mercury_7007508,Mercury_7007508,True,4dd4358f65a31f42ee6bdd5df57e6a5da2b05f3001b1eae32f7737eefacf9b31
arc,fit,Mercury_415546,Mercury_415546,True,dda1053e8b6c3e7e620a2a0f44e9ea8a38ce7ca15c27681412be666265661e78
arc,fit,Mercury_412782,Mercury_412782,True,c8d7845ae3afd526d192494e78e08afa17c67d684ff5dfa41917f40c252496f3
arc,fit,MCAS_1999_4_2,MCAS_1999_4_2,True,1c4c17c7eee911a21b0a7057c8a80c8b0678e2219622d443e70ec5ca5087a9ce
arc,fit,Mercury_SC_402170,Mercury_SC_402170,True,ceb6e4b2fdfd768b3e95b9a77dc619c30c230c5b5bdac524d1d415030c878bc1
arc,fit,MCAS_1999_8_24,MCAS_1999_8_24,True,98b10524de6000403ec9f8d35e61a49c76b0026375dab0c4830a7a92ce4ea50d
arc,fit,NCEOGA_2013_5_1,NCEOGA_2013_5_1,True,458aa3c638ead0d43bd68cf9fded89a1f39291244f0c1018e88853fa306ac81f
arc,fit,Mercury_402569,Mercury_402569,True,8ca30a9144ccc4930ea552f06f0a3eea6b4f0741a8b115e7bef09146909bf97e
arc,fit,NYSEDREGENTS_2009_4_9,NYSEDREGENTS_2009_4_9,True,4d1971e8bf0fea063edcf7d08c6c01b3dc4af8d846b2d3d77d6311b8aede8d62
arc,fit,NYSEDREGENTS_2009_8_29,NYSEDREGENTS_2009_8_29,True,2f7aa58c9caad3cfe6d544fa86f4888a1b0d76ff2d13437e219d6ce98150d053
arc,fit,Mercury_7097248,Mercury_7097248,True,82d04b09fc2ed6a3aefcaf6cac407514e6800aa96595b52ed7b10721f426e313
arc,fit,Mercury_7218120,Mercury_7218120,True,5010f4d9f9fda3d11d92e059554f5183eb583403f9f5c486f1e3ccd3fd50a0b0
arc,fit,Mercury_SC_401004,Mercury_SC_401004,True,9fbbe2549ca2432049dbd22c258201323ad487ac9be4106baa0b95cbd9433729
arc,fit,ACTAAP_2008_5_6,ACTAAP_2008_5_6,True,8ce5e1201ab05d7ea88eb02a51dcfc20635b3440506f68a3dd73c1f1dd49a2ff
arc,fit,LEAP__7_10343,LEAP__7_10343,True,669383d61de0fded50b581495aa6bc98450e5a924c01e366590b420f63100b5b
arc,fit,MCAS_2011_5_17663,MCAS_2011_5_17663,True,877c47e2a500404530440aa9a464924566194a7a4b1a638991e0baebfff78a7b
arc,fit,MCAS_2010_5_11983,MCAS_2010_5_11983,True,67de2236f3d683af192a17b9fa2666231f09756e3bd16eba231952e00720a2fc
arc,fit,Mercury_7271180,Mercury_7271180,True,556c82ba83f50fce5e3f588b119c9f83d57abdb93922873ab5d725c48f326455
arc,fit,Mercury_7114415,Mercury_7114415,True,18b754c7ca1250528c3b75958ce4a83aadb103f41cb05ea631607857013679a1
arc,fit,Mercury_7221795,Mercury_7221795,True,8405a0293ceebce196d546cdd44f9259c172e3db479a171398ac8e9b8a79cc22
arc,fit,NYSEDREGENTS_2004_4_3,NYSEDREGENTS_2004_4_3,True,a4f19f895708863e5cad54d7392c09ea4606b357ea285f81ece6a047f61cd713
arc,fit,Mercury_7122570,Mercury_7122570,True,854ecaf1347885b2e62576b544b7149b8e0b93aae128bea42f53ab012db32429
arc,fit,MCAS_2013_5_29397,MCAS_2013_5_29397,True,8a99306e1aff0c64fd5613cd62ff3c5013ff19683dbe38dc6785288bca78064b
arc,fit,Mercury_7097388,Mercury_7097388,True,21c09785eaca3f4ff1f7b2b50f093ceb472c6a6d06ce48ef197b5de7faadf1e2
arc,fit,MCAS_2005_8_15,MCAS_2005_8_15,True,e41da34c2253626100304e1c5709a52c63d3b8a4ba6e0175a066b560138d5e41
arc,fit,Mercury_7227833,Mercury_7227833,True,6c67acbae90a67eecfd6c1fea6f5f68530018493e539345c8b3dc87efd3ee0a6
arc,fit,MCAS_2008_8_5707,MCAS_2008_8_5707,True,b1c519d2e16df7d296653095ff09802f0fdef74a44a6da49c0805c3e487dae5f
arc,fit,Mercury_7043015,Mercury_7043015,True,baadfd21f511f13850bf84fcf9907a20870b09d60c2d61a0154068d5dcddc2dd
arc,fit,MSA_2015_5_46,MSA_2015_5_46,True,4d598aab98b46287a03fe0ae797f8e986afad5dc6f099a84d8800d7906944b96
arc,fit,Mercury_7120943,Mercury_7120943,True,e4238be6f2e4a5fd4a8948cbfe2814ac8f692d344dd8bc2c2c94a60d95eb5038
arc,fit,MDSA_2010_4_1,MDSA_2010_4_1,True,8c4f17e605abef45282e467bf0a9dc4cd6fe705c8b888114485b77e6cc3db670
arc,fit,Mercury_7218733,Mercury_7218733,True,45549532c95dbe36e2f673ff6fad70d4a7744e9462c32c2053b7aa58234337e4
arc,fit,MDSA_2011_8_1,MDSA_2011_8_1,True,5aa7845c2871fa19a43d5fff7e47ed8499a5eb331e0d0f30899100241e567190
arc,fit,VASoL_2010_3_21,VASoL_2010_3_21,True,bc56e706305a8daf366ad2c5033100b7dc8daa8aef450d250c4effcd8271b1d4
arc,fit,Mercury_7018480,Mercury_7018480,True,abbbab5bf2f6721f8c6b082f8f6a6b93abb5b2a5a0b362bee530f30a96b9ecb8
arc,fit,Mercury_7168070,Mercury_7168070,True,5a3aaf94ad9b36e53f86c1c9da4a4190801bd8571c74c9e8ec98db804dfd8ff6
arc,fit,Mercury_7247835,Mercury_7247835,True,d99a1e99c42476d2d1b7619d25d72705a6764d6f88425bbc54bd88caf8dc29b6
arc,fit,NYSEDREGENTS_2006_8_26,NYSEDREGENTS_2006_8_26,True,7be38451d0fbed1021d123913162a267a567c8ef18312586bc619f1784da9321
arc,fit,Mercury_7106733,Mercury_7106733,True,ed8c2c830a79ceaac6642210edc81a868de038b9bf812a3b8f6180e689db54fd
arc,fit,Mercury_7083580,Mercury_7083580,True,f3242be5d09d7f0e12516754898746e9191fb7f31afac351898cc50a75eb122e
arc,fit,AKDE&ED_2008_8_12,AKDE&ED_2008_8_12,True,b23394ab7542fb996cd66e9b596aaf04bbea8a2d106c85f373476d4d1a1b71a9
arc,fit,Mercury_SC_LBS10389,Mercury_SC_LBS10389,True,cd0fb0eee9c7992685f759a5c066b39d04f2b2eb7af7d69587d5686715c698d0
arc,fit,Mercury_SC_409675,Mercury_SC_409675,True,bda10cefb7602d4101e0ced0ca99dcef0abb52076a9585f32db77b6b313cdd58
arc,fit,AKDE&ED_2008_8_32,AKDE&ED_2008_8_32,True,c41869cbc10a2e2a47901f0b2536519d4a63b1c3c1bae50bf4a38299c94a64b5
arc,fit,Mercury_7204260,Mercury_7204260,True,4b642e8a3b677050863376b5164878dda0a5ffc3034df09b1139b10e018f551e
arc,fit,Mercury_7082565,Mercury_7082565,True,6496809836a80ad12ad8f325ed4e5117977001c38174048086bc26c52bc4c511
arc,fit,MDSA_2010_5_2,MDSA_2010_5_2,True,cc0a179d9ca912b5d66e65a6331a73756eb44e2928f83b33dc769a9eb9fec875
arc,fit,Mercury_400893,Mercury_400893,True,a809ac6375c8bc3bb0fde7be5376a62bf43eba4f0412d4a201947be35fded30b
arc,fit,Mercury_SC_401304,Mercury_SC_401304,True,0898f352fdf31011904be81e3439a570619bd8ad03c05a22186dd2cd3670be2f
arc,fit,Mercury_SC_400174,Mercury_SC_400174,True,7cb4cd889f073ab6814511cea20d6e236b0d06171c78e915f5b33751acd11da2
arc,fit,CSZ_2005_5_CSZ10383,CSZ_2005_5_CSZ10383,True,52a9eee286f73e7a30b641596c53801cca8d67e02ae8200fa41ad732e21d3d38
arc,fit,AKDE&ED_2012_4_33,AKDE&ED_2012_4_33,True,4179178fee36408e55e9e27a8ef60752e6328281a0733863d49c8eb51328df41
arc,fit,Mercury_7084648,Mercury_7084648,True,2c7ea663115bda1fc65186e3573a2bb64e8837b7aa43e7be8d954bf3a1de1848
arc,fit,MCAS_2008_5_5616,MCAS_2008_5_5616,True,ef6b77437db5275c47f9a1ab69f11e437fa4f3241c197c1eaf251b103ca1cf74
arc,fit,Mercury_177328,Mercury_177328,True,8a755a443c171f18cd1246eb42fb79bdf58e8be0add58ccea0ede08cc2e68749
arc,fit,Mercury_SC_LBS10030,Mercury_SC_LBS10030,True,69cfca2e81a8290b1d7e926b2f9fb31bd0e37e9e6afce790336724f43c0cfb22
arc,fit,Mercury_7141995,Mercury_7141995,True,910125ae96cf214abb4ed308b2d48c51b6498aeeeebc6b5002bf1e6f5bbe9a65
arc,fit,Mercury_417140,Mercury_417140,True,d349d49397e63aef2082235271c8e6126613bddc9aad581ead7120a499c36599
arc,fit,MSA_2015_8_38,MSA_2015_8_38,True,a9b95cf8c3d5b8cb8d88fdc046214cf22de9ac579723273af6c5b42a0db95e49
arc,fit,Mercury_7016730,Mercury_7016730,True,277ed130ae4aa75829639e49cf513726e14669c549a8e54e77c89d8b183e7311
arc,fit,Mercury_407675,Mercury_407675,True,4cae6754a63d493b849d1f99e5e564a4b0d06e356ecacdd748c930e44291f6fb
arc,fit,Mercury_7142975,Mercury_7142975,True,acf97c10758ae69c8254e7be8a54ef993eaf65aac8510fc692e6dfbc458a75c7
arc,fit,Mercury_SC_408447,Mercury_SC_408447,True,254e743c2f2b7d7a41cd509df2555ca71622d893a10eedbcdb874689272bfe59
arc,fit,Mercury_SC_407783,Mercury_SC_407783,True,cbb2ca0e189398114ebb239bc00850aaa4763504f4d3d55aafeb1f12e4aa9578
arc,fit,Mercury_SC_402643,Mercury_SC_402643,True,3ade6a82218bedfdaf6d0725566a764ae6f8ed430395e182b1f12e7a65155eac
arc,fit,Mercury_SC_401336,Mercury_SC_401336,True,be9f56c041785ce3e4c07149d519c78c66dbd7107199824df3cb6fff440bce5c
arc,fit,Mercury_LBS10002,Mercury_LBS10002,True,9453d83fd9bd8aa47534aaaf7eee287174b2d1ca1fd705ff6b1c852e5f075d98
arc,fit,MCAS_2000_4_4,MCAS_2000_4_4,True,1c6fd7a0f29495440231fa13b3f0f29c2e927f42f9436ddc9b10969ccd223d6f
arc,fit,Mercury_7056438,Mercury_7056438,True,c639de85f443742dd837bff74b8c7b17787de1e9f7b8a1eae92311046798279a
arc,fit,Mercury_401030,Mercury_401030,True,9827a77352f2a23a33102c7159dcd093a53eb8eb30afc60e0001913eea89c5ae
arc,fit,TAKS_2009_8_49,TAKS_2009_8_49,True,2575ee80b3af8012adba5ad14f975670b8321ec6db575e02ce1ec8795ccf6b54
arc,fit,Mercury_SC_417556,Mercury_SC_417556,True,113ccc1351bb2bb8c35b341209c234e372dff0d7bf52bbe51325f2dfc13c9528
arc,fit,Mercury_SC_414245,Mercury_SC_414245,True,7d3fd44247e837cf6b8bf8378f6a9223dd25a19d8a4867583a47ea7463cb8deb
arc,fit,Mercury_7084420,Mercury_7084420,True,56c0f63fb6f3deb4251381dfbf0c0c33148883e1767dbafa5e448e747fb22574
arc,fit,Mercury_SC_408402,Mercury_SC_408402,True,6e1e03571c769a7221edb505c2b19937da2c06778b2c8da397c398b206b94933
arc,fit,Mercury_7069458,Mercury_7069458,True,5f2ce97680ac132189c8a3c57feecbd95db31fe481652a6d407d8f32c096756e
arc,fit,Mercury_7106908,Mercury_7106908,True,e2406070c4b8f2e8dbbf72b153e731fda401681fe90c76f590790eddc82fd4e9
arc,fit,NYSEDREGENTS_2004_4_10,NYSEDREGENTS_2004_4_10,True,89561548bd404d762e977b4c7e0bd92ec262d0ff5f3989524e967ae721ed52e1
arc,fit,Mercury_7170433,Mercury_7170433,True,f9a4d0f75465b3a723e39cf66fa81fdca77b0ebf48e95f395760e21e1852a6c4
arc,fit,AKDE&ED_2008_4_21,AKDE&ED_2008_4_21,True,c3692d48727505f8fcb08eeb4bdd65fea430a0cdd329c9f83b18b07ae638cdd9
arc,fit,CSZ_2008_5_CSZ10022,CSZ_2008_5_CSZ10022,True,634204dcff7ac1ddee0c85fee6b1aff13ea141ebb8b92070a17c4e1ec5869009
arc,fit,Mercury_SC_407295,Mercury_SC_407295,True,77e628cab136517d319c46df46f31f18169d144fea9d4366c8ad08cbf25b174e
arc,fit,Mercury_7077683,Mercury_7077683,True,0c1116d7631888f89254f8f814c72d6cb64a5d83bd1b03f4c1171fc6df672d17
arc,fit,Mercury_LBS10444,Mercury_LBS10444,True,b2fe82ea3143b598c291c615499a77cf97107bba4e0ddc1a0cdde15e47e3c5fb
arc,fit,Mercury_SC_405198,Mercury_SC_405198,True,a7d6cd7dde49af358a36575652f692d381101cfe0762e980c162a35ae1fbff7a
arc,fit,Mercury_7064208,Mercury_7064208,True,c217ba2a0700023bd37c1fc0833dd15e73026e952ef681f48b2f555087c619ab
arc,fit,Mercury_7016835,Mercury_7016835,True,3ba66bf95a6b713fade28ce52c48fc46a411e36f9711b4f688327369d0214c97
arc,fit,Mercury_SC_401183,Mercury_SC_401183,True,836196b72cce69634b125235a1b97656009174d0294bc4a2227ab5abb120c03d
arc,fit,Mercury_SC_LBS10907,Mercury_SC_LBS10907,True,cdb6cb3b093effe33a4afdbdcc1bec7fcd3dfbd6cb24450b7cfcd3fc122888dc
arc,fit,MCAS_2004_8_8,MCAS_2004_8_8,True,2a70f0ffe32832e2dcf7bcf82baf8868b865f61d4ead18b5a5b493f79180553d
arc,fit,Mercury_SC_401354,Mercury_SC_401354,True,e0aba36b98bf96b0a82b80c753bf379887de90ad0fdebb06be99c5ed962d22e3
arc,fit,Mercury_7015645,Mercury_7015645,True,6265bbe7045af008bc872765351f9357bafc7c7333947a8ba806af3f71c9072d
arc,fit,NYSEDREGENTS_2005_4_20,NYSEDREGENTS_2005_4_20,True,eb52bb4cd98a0104b3d8790140f9b88104fdaac26ba631e8f9818721d94f37ac
arc,fit,Mercury_402363,Mercury_402363,True,556d23dae89f88e331c9ae6c24580cb4689294e8b513875503aa167582ee97db
arc,fit,Mercury_7283920,Mercury_7283920,True,b80561325af2f374ac84230a9052b8290d5eb31c5e012f362fee36753c1db7e3
arc,fit,Mercury_SC_406721,Mercury_SC_406721,True,a8c9dc5078eddcfff1980a342ddc9e4cdd1300aafbf8d1eb6fb5ad3906ec3215
arc,fit,Mercury_SC_401153,Mercury_SC_401153,True,214d9fea05d64862118e6f599f0c6072612d6e5d3d4ecd7fa31465a94d8866b8
arc,fit,AKDE&ED_2012_8_37,AKDE&ED_2012_8_37,True,96dc9d4cf7b44105d9551e835c65029170cec72f1f3f98426b13250e03461a9b
arc,fit,MCAS_2001_8_5,MCAS_2001_8_5,True,1becee76b1d9c4a9f854d64756b21cd5af45526e86b5173438f130fd1dee0edc
arc,fit,Mercury_7092523,Mercury_7092523,True,3fe541ec5429b8ffafd39c1451d895e185eb7f1ebbda96bc101a5175699e4eb0
arc,fit,Mercury_7140035,Mercury_7140035,True,82cf253a1f83a9dfedd57aee588e1769186ab7c93c7073297301ddcc8abd7d39
arc,fit,Mercury_SC_LBS10244,Mercury_SC_LBS10244,True,a04bf48ecd8f6df17b851a95f72738d7274c10832b94ea50383da65f6fbe9661
arc,fit,Mercury_416673,Mercury_416673,True,d2c02fb3559c875c6552e794fc5e9be35fbf626744d125bdfe3c142c65f83f24
arc,fit,Mercury_7282118,Mercury_7282118,True,04db82dfee131e1fd8cc420b854cda4a8ae988dca1333b13b382b8eb5c42b8f4
arc,fit,Mercury_412216,Mercury_412216,True,1183097d5f9a545d8f22e83d690421ec4b84c131b3ea3fe6f7254637d693faf1
arc,fit,Mercury_SC_405207,Mercury_SC_405207,True,6286100c60e95083a4ef9a1fe62c79e615e5e6a880d66112e0b3c06572aa9964
arc,fit,NCEOGA_2013_8_8,NCEOGA_2013_8_8,True,5f88a35e7059f760cdff7ec54253c7d7c16c061682445ad0b1b051e4e8f0c4b2
arc,fit,Mercury_7145478,Mercury_7145478,True,6eef1985bfd924982910d23c97910a4b815b42619110409031c977d87f0b1fc4
arc,fit,Mercury_7126683,Mercury_7126683,True,77c51047be097dff399f6995fe950590f25cedd0699e72a403a3af226fbad9d7
arc,fit,Mercury_SC_408368,Mercury_SC_408368,True,79d8c5e434dbb0551e40f52dfb5b5ce8e0b978ff20f8de7318ab58e33b01cf60
arc,fit,Mercury_SC_415364,Mercury_SC_415364,True,af82e1fafebb5f7ff8ad60216fb8713f730fada5fc464c27896b90a9791c5e31
arc,fit,AKDE&ED_2008_4_41,AKDE&ED_2008_4_41,True,5728769e165f1514eede1353d4beae08a0ca4d2f5bdec7e48b56fc2d03b9f392
arc,fit,VASoL_2007_3_6,VASoL_2007_3_6,True,e6e41153bbc4d89619ba5fce278ab5b32854f376aa293e16c883b418dd4dc5e0
arc,fit,Mercury_7014525,Mercury_7014525,True,15f44b344a2e34c26ea5eaa128b33ee094c1c7ddb19db4de2d819c068e9d2f1a
arc,fit,Mercury_7083808,Mercury_7083808,True,955cdcaef7cc0d4d6f2c7b181da6979d66eeda8bc14ffb983ee9e8747f918ced
arc,fit,Mercury_7132108,Mercury_7132108,True,fb1019288208056efb3a560759e5e1035a5c083f553e47f6db60dc42575554ab
arc,fit,Mercury_7033863,Mercury_7033863,True,d5416e528edcceca2bae2c6f8cf5060da0a9930234868ec07526205aea87e616
arc,fit,Mercury_417463,Mercury_417463,True,a3aebeda146e50f29f1d468e59d580006a823cca8950c080a3e1f1ba204aec30
arc,fit,MCAS_2007_8_5180,MCAS_2007_8_5180,True,41e9ff2472a5c48217d3a96442bce3128fe243bcb15e751535d183f9d8270423
arc,fit,Mercury_SC_402619,Mercury_SC_402619,True,bff014105aed964d929fbd791be95e9fd0b46cbfc036d7c41cbd63146c9e75e2
arc,fit,Mercury_7093030,Mercury_7093030,True,6c23e291cfcce777a1a1c83d0a7aac3c3423b7ebc5b96a33eff7860f6e94b7b1
arc,fit,MCAS_2006_9_38-v1,MCAS_2006_9_38-v1,True,8e2f8b899f18309efffef05835ebab163b9fda6d9470c0abad9f404ba3de740f
arc,fit,Mercury_SC_413243,Mercury_SC_413243,True,7e54acc20d8857d6414f20fca823973eb0fc2e17e0beeeb7d888de8c8ce239c8
arc,fit,Mercury_7219100,Mercury_7219100,True,2ed3658a5d7a9f8efff452b99882e1008e1ecd075dfc2df2b41bf8834de82c3f
arc,fit,Mercury_7246260,Mercury_7246260,True,434c4d5e27f1c3d50333d167856db0b18fe2686384c0d9114364540f7b868583
arc,fit,AKDE&ED_2012_4_21,AKDE&ED_2012_4_21,True,d909bcee05e5fecaa1c33f55a1afabef04547b6a7b00e4b04dbe95c5e2dd2efa
arc,fit,Mercury_SC_402085,Mercury_SC_402085,True,659956fce5531798c30fe873d3b6cd60b4725bc7897efdf3714c19438fb6eedb
arc,fit,Mercury_401242,Mercury_401242,True,f2ea7da38c86390897853a0773747d51e573fda6f2c9ef45e3cddb746820d091
arc,fit,MSA_2012_5_14,MSA_2012_5_14,True,8c0d440466046def1277caacf770980b159fdf3fe5e893fe290e8c6163bb370f
arc,fit,MCAS_2005_8_4,MCAS_2005_8_4,True,198903a499a6e819b74b78a83544231ff42da260b6ec026b43e8fb029575cef6
arc,fit,Mercury_SC_400160,Mercury_SC_400160,True,f32cbdd71a38bc5cfb6a19c6a1783cfe5b255627a2ad22f8a10027d100dc2f9e
arc,fit,NCEOGA_2013_5_59,NCEOGA_2013_5_59,True,a0bd1440a14940bf280b0cfc0813f5ba3b9b48730e03e9d3c82b6331da308825
arc,fit,Mercury_7013545,Mercury_7013545,True,7a51b3530e593d33293b1334029ee5f526662c746463aad8fc41311b6d1d998f
arc,fit,Mercury_7013860,Mercury_7013860,True,95bcbd135264171e9e8ea2382cd2a420ff17c246f3d2097dc68eb3a3a8055809
arc,fit,Mercury_7029645,Mercury_7029645,True,eacc3c32ce8a4ebac4ce5591fb93fdc71ae54179fae170fba0fa2fa70fca8962
arc,fit,Mercury_404993,Mercury_404993,True,c8da22810f9a1d03cf9aa242884d3910b8ac2c528b2a0b912b518d672938486d
arc,fit,Mercury_183803,Mercury_183803,True,3d79465a1d6bccd69372cbb5b5030f0f2e932ce27d174153e19e517c60502393
arc,fit,Mercury_7093310,Mercury_7093310,True,e18fb771cb0adda38f396bbd0eef326da1e7010efe4339df1708e6726850be44
arc,fit,Mercury_SC_402105,Mercury_SC_402105,True,6cd069ee60200004209ff9e3019605f87c6a629994cf00ea4bc9efa97b6f3c68
arc,fit,NCEOGA_2013_8_14,NCEOGA_2013_8_14,True,9e034b1b4a7e37e684ba654ac4eae4921a096336199aa120be50cab388aa9949
arc,fit,Mercury_177468,Mercury_177468,True,c865c701dc6fca5c89d917ba07c703a307d722894f5d41488bab01b6138e354d
arc,fit,Mercury_7102270,Mercury_7102270,True,c7f5642e76184f5e77ee82e6160f257e0cb90c9f99a44cc0974498a0e64733ba
arc,fit,Mercury_7217070,Mercury_7217070,True,1122e8ffbebb46388071d6ef2b2df54efc3a4eb10ae43d392335db00df85a533
arc,fit,Mercury_7283675,Mercury_7283675,True,b63b8a1ea8d1a9b873b4e9b5cf5d53292542296c75e22ba69d4f202e996349ce
