group_sha256,representative,id,selected_unique
4f3d19022c4a1f4b1f78a40f35dc43d60dc6285790a68a62144a3af6dea7798b,14-731,14-731,True
4755957e41abff5d1342bcd2e3e3f0d98a731fed875abad00c3742120d1da19f,7-1083,7-1083,True
8cde81c203028c46ad7fde72f20e17b15ba452e1e0d977dfb5d80be7ba6515d3,13-10,13-10,True
33eae162617f5a6c4a4a9a41b6a2d6a23783c2eae9f5e6558e64ccd539dc4425,14-1429,14-1429,True
e840d616e77cfd14a63f5f06ed44374b64ead732ccb000c1ccef61106fb76aa1,10-304,10-304,True
6cd87b0c4f398669148950bbfd60782b9252c39eae91c2b03138b429a17cf3a3,10-86,10-86,True
7e050a2bdc3e6e7cb2fb363f20e8f85e322069593dd94d60e91c7cdc70e90a94,7-733,7-733,True
84d7d4cc392721d0fd8614dbeee8ebadc3777549c8b00d091302a92fac44830c,7-842,7-842,True
ad362bb356c7ed259538005847d57812e2d2cdcd43a88fd89f48b2039b99f571,14-214,14-214,True
4d333f37268f4c58c5faddf386b1368f53b6182a4cc20deb40a5dfa9bc92d8ec,14-1213,14-1213,True
799564e0a7f62149f5e351ada3c3151df668547270d9b0a8559d9f511a9fb549,9-1093,9-1093,True
e69e7007358e14ca18d3f52c7922bce0716288970fa9b5505d6bddc0dd977644,13-646,13-646,True
2497aba59d716b392cd6f92faced93bfbe1acbcf7b6ef244a085368d77f8f10e,10-706,10-706,True
774114a9ceb0e81e80df1098003d2b0fe875fec929a1f0c25162e1879cd44978,10-9,10-9,True
c490d115de0b800fb10cb234b7e491880b08781a038526a7afac22645c7e172f,12-575,12-575,True
761f48b210266e3e42bbde58dcbde1140f73784021b4db2daee4c5fca032bc37,8-415,8-415,True
1e743128eecda2bf067b373eda87e5998dbfbe9cf532a165e6d4114294af278e,13-382,13-382,True
2a5c2084d866bbcab62e527a7540b847321fe44bdde828292895e4f8c3410e4d,13-710,13-710,True
b410e06d32ba4bb4017a56325501669d21ec7eae53559c8ad87693cd8cf5bb4e,10-1129,10-1129,True
3637c49f81c740e3526589ee51f2c3894343b5efcdfa8cb355b3a05f6b6d8c68,14-638,14-638,True
5b871bb4a14f105276515e1b5770756970ef2c9978bb6cb80aa01d36ecfe0552,7-705,7-705,True
be3bb723ff963270fa8d8e151a2c5decabef7edb31e8cb1ac01f4bd7cd3adee0,14-1265,14-1265,True
98ce4be764a224381983b0a3262e0e29d5d53e19e8018f8e1bb7c259959dccc2,7-1027,7-1027,True
f82ee743b90f2ff0aa280f6a785b4dc7bd6ecbcd591a8aaef03013e40f9ba68e,11-456,11-456,True
4a3bf74c9f45e88142b56394fe5125094d5f6a7427e55b93c4322d1c510c0085,10-972,10-972,True
4752b29ac2d000aa6a60174eba40f73e05443ec7afb6d83d15dca29b14eebfaa,9-536,9-536,True
d8d0364760818a5494d63d2405aa16ef14eeda6888ac33f09381ff5d3f2d7e47,9-403,9-403,True
5790cc06af0b4718663eda6d23aad8354108f86b99d1774f3bc48aba01b9f79f,13-698,13-698,True
2797270df68513d929953dd87d2a0a06629ae4b074ab3fdc93e805b43e7dcf32,14-287,14-287,True
59f3f0dbfdba4a64c5d23d37c13c13e08e72c5cd627702e7382767addd3daec9,7-409,7-409,True
c23937126297de4bf8330af058720487d87722c953d2ea8b89c6e4907d1b256c,13-584,13-584,True
9a5b9789f0222c6e541ea969873b8b041f64f9c5c5cc1b20d00485fbdd48b19c,1030,1030,True
2106b9867d71681367afe5094d43649d2c59ec6197b6c4d20f2c064c762f0a5f,7-892,7-892,True
0f46182eedc0da00e7dbbdc173c035afd0bc6b353aec1e813f666b4ffc50dba1,13-47,13-47,True
4e98249daba4c6c1cd04b829bb92583559a14aaf0f5b1b4bc44d471605d0dac4,10-695,10-695,True
62bd529e659d11d907a75ec4b7a01f930d0483296c80e95ef3c8c7b1617f3174,13-38,13-38,True
e65a9cb7beda9f1550992b710e55ad8e05c8cd32720f371be7c3f4aac7839f8c,13-582,13-582,True
2f063cf08753b0faa4eef4a70c444143349eabcea6df4e91880a5f56924e5076,10-683,10-683,True
0ea81b37ec025a22a74d1c188be77394e878f3cca92b539fda432a9311cf7f08,10-932,10-932,True
822030d27dd0a59136244a13ce35024adac3c4e8c37ef22cf720873ade645a6d,9-256,9-256,True
e72c615c28e3365c0ec2ab1101731fef67277cfa79d5c9eca820a334bf6aede8,12-219,12-219,True
211c7e4a3c23828b84ed7d8518d9aaaaed01aaabe6df2f495f6bd8559bd9d0a5,13-657,13-657,True
1389cac4cde7e0f0c74d74bdb6e53f58c514972a408ec48e210b377ad3c82e47,13-543,13-543,True
09c35602b8798e4573b48793aa556a17ba79df42af4f2ce964677ff4206241da,7-1079,7-1079,True
3a663af915e138871774fa6ac65aef15d329c053e519edfdaebb6237b4eaf482,12-172,12-172,True
98fbbb7606a619f2de4c508a4cd903ead342099186491c9aab26ef3c173ff263,10-980,10-980,True
b2248e9959258f5eadd8c478218e9ceea07eb80fe6db7f2d807403903b1de4a4,12-1209,12-1209,True
1cd173ad6dd4da92268b7c785e76b3b46603d8731e5fb05af57d1979c8b24d2a,14-1493,14-1493,True
7bf5b9fb40d6add736341e4136d90663126ba75d9214e73ed85a9fd4bad19b63,12-26,12-26,True
a4d43fb241ee1b77c8aa33b321d03467d75bd18182d2a2c05f53e57ab157e926,11-304,11-304,True
9b7528d2b41e136d734461d6d1d01e8c8bd389b95d664ab0fce23b5c9b55db71,12-746,12-746,True
86442e5d1be1e0595fa4a7604df81683a90889a5ab65042f024f9dd1a530fcbe,14-1256,14-1256,True
bb754594f085cc9062b1094f3b1c5e16649c16b8e074e07b54cb56f0ac3c66a0,14-828,14-828,True
6ebbf57176f2d8a76621c7fb361e171f11f7233c0dad37afb988e305a6be017e,7-1190,7-1190,True
79af8ddc70bfec009d93f444e78e27d30ef22a6dc15aa24b1ede668295d46d1c,7-1177,7-1177,True
8d888336e57f2d199d5072d9d0aa8c1805912047eaa29147bc0af1a40104899a,12-64,12-64,True
c54e341555e40f18c6b9298d0115811cb824b3a907b629dbedac21ceadc72d36,13-95,13-95,True
4f87485dc8c0e95d38a2805577d03eafdd44dabe1c2bb17393dccb93709def3e,9-307,9-307,True
c8af04b1514cd3495690a97a70ad7fd8da595eabb54aa903fb5000669e8d6bfc,13-200,13-200,True
fa0a44cc3c14209d5c8f17cf91090e5e8bba3e1a08056948bc16a5ee75285b89,10-469,10-469,True
09e419e8dcbda0039469628de43f18b5a68a3609845251ae29d4a7c843ce05ae,13-798,13-798,True
e8576f70903fdc8e7eaaafd4b5e9b75b52eec08e8af0dcd971f9898ca3f9b9d8,781,781,True
d957743a831eeac72123638416362b9e2b050717d49f30852afe19cbf5a581c9,14-439,14-439,True
e8185bb2782acf3fb3a74784c22a6830191e7e810da85a3d9d7b3bebb42dae67,9-639,9-639,True
b2e8f8a4a4e2c59ce06b966b5c67d1b4d7d553de46477e7497efb98e022cf2ad,14-1406,14-1406,True
9ee2e603a84515df6377d29cabd08951ab9b714023ada9e9fcc958dcff949c37,10-490,10-490,True
1f9ef9f48f09f151f6f48dc9265f76d73b9deb784c9b60a8322cd4531b8900c0,9-946,9-946,True
aa87429b264de5ac7fafbfe1110a8397c9c8e33acb39ca52407b1b0bbfc2885f,8-178,8-178,True
b28650bd5bb88613c29168987094da3a4e00157d2e9d5d201b94a0f2e5468233,12-313,12-313,True
f3b87eafcd0a064fd8e4e0feb64f50f485268a63301aaaf83e19edf82de25b3f,10-277,10-277,True
a3045305cd7b9a97c9bd1abfb288d565741b99b97148fb9263ad3ca39274e2f9,10-106,10-106,True
c9831d80a82f9a93038782ea29f465e79a41dd1a9e97ab36917038025fc12018,12-767,12-767,True
0c67b4a95a7f911dbb3797983c863298aea935f5c5a313a345f50a85743d73b0,14-1241,14-1241,True
5cd3f61a2de9571d99f7a88e55e604d33c0ce124f09e24367361eedb0b2f7e8e,7-835,7-835,True
f9fa616dd7cfcc524b33234babccb9d50be6199bdeff3eb5c1085f68f91106f6,1669,1669,True
67cafc50be62d21f6052c85243530a16e85ce3ef4b0cf8ec21c8c65d0ef381f1,14-169,14-169,True
f01593ad5aec3e50eb40b80c5caef378b9eb5b84e9b71841632fcf021ff38225,14-312,14-312,True
1cf47b4691d6843ce7de086cca926c0e918268b3da3830e9c19d314850c2b78a,10-799,10-799,True
55a1baaa986128d4603784e3222919c8078909322f12bff26dce22600cc4c9b9,12-227,12-227,True
b3c315c889853b7c46488be5e3c8bd6889819272b3687eeb721a1084e0ce6ae4,9-1006,9-1006,True
f4c1e0b3f5132c64c77d738d77720544a081167034f536696a5456ca05c4a26a,7-421,7-421,True
fd5beac7daacfb94f587e7955ad83b5700b3561506e672d444aa2ecd6746e5dd,12-719,12-719,True
b292f0a1f0e48f54f05914a6bd6ba51845f91d9f5ec710eb3d60793e7f61ef75,13-780,13-780,True
476450ccd47b8ba927f7fc5a89f94f3eb97b3b3de2b27f1c30e17bdd43610c65,13-123,13-123,True
b73e9fd031684201312d78624eb0ff29df9e10fd087925fcb7e8d13a4b4c52bd,14-1257,14-1257,True
da39399589697ddca764242d02511ac92d08d0a8c3e164ac9d5ed3fc0ed60a30,84,84,True
d1508ad3791008790a1885b142c2c51507f6ce2358471b746a8281955374eef1,12-459,12-459,True
c1e6bfd2f68340e41d7ae123886fd70ae45569ee32158a198555f0ab7a80a3d3,12-1101,12-1101,True
4a1b7a1ee7e8b62694244960a5b4c3a323a3de11f2da8122652ecc391a55a80d,7-574,7-574,True
66a557c00df60a16b1a0c8bf361d48fd715c59c6c5382ba114337b64cc3001ad,14-541,14-541,True
594a82320520f4f0ff255a39880bb998b9281a8ca3a41d8e1cd240623a41b9b4,7-47,7-47,True
80c3c2bd5d060f4ae10073a1583d7ddc54f8b0cf33a5c4421e4d002c6410471a,10-230,10-230,True
1d549cbf03fa1ee6626968a63a7c0d9361c6c162319df985f353cf1d69f6d9d9,11-123,11-123,True
f2fa9d471377c0d54ef4730f49f59d843727320594fd122fc4a2ee70674554b0,12-629,12-629,True
b4fd625bd2d47c637f7ced72ad45870145f7510ddc7a9553f97776f3fdf8cffd,13-177,13-177,True
475d0c4afc1c78f01617e9d8a7653b8fe8f8f98319a318af5144fe35244891b5,11-612,11-612,True
5706c736cb80e08e04dbdfdfef5aef0a76ca5a70352c2aea07fd5f2e5a1be134,52,52,True
07311c3556edc149833b813e0cead7f668821fa5a9d20020bfb0a8f9eddce7e5,1564,1564,True
3d1baa3ce0aef64a8306c696955286f2850b2476bcf63d9f73e2e48264eb4249,14-1126,14-1126,True
bd71f484876628d4c82eae3c6c28fed6870d152c6bfd23e1f921317061005cb1,581,581,True
4a4d33521e8dad129b6a5bd9a524384da53fee8afdc603c698d8fbee4379950c,12-159,12-159,True
5470b548b89605a7c87834f7bf75952ed98f7075360b5d005f748a4561b2b6f7,9-36,9-36,True
9745c0a2d508087bd725debbe81ca7bfd2007b82dd485de868fd3db16c0a3f1a,12-547,12-547,True
bfbed864230c6aef31837835b2f01433f7622f44b8d25c7db52b9fb62701a511,10-131,10-131,True
b03cd885616e24a4b21c4ab6611b88976917798d50a3bf232d49ebe3f2dde975,13-221,13-221,True
d9857019820a0f6a0924ff380689a372d55c6493ae9ce939793445464afb71a2,14-1008,14-1008,True
a7aa7ce1b04779616f397b2f84c85bcd0e80a570ba3974b4fcc40c2c093280b3,11-367,11-367,True
bf37b105cc301a33114c01edb720e91289817403799255c0d2cfea5b0016fa60,9-619,9-619,True
0ae10f0c502cfcae7a733b0a34b862316bd074c2c895ccbaa0ffb17e0aea6eb9,14-677,14-677,True
44d03931d2a862b55a3e4732fde8b20af03c86174baeeb8d5f05d04d2c7d8016,13-902,13-902,True
c6dab1eb4c962b18832fe07c43b22b8b509d7ad0204b7daadab1d11b59111750,10-123,10-123,True
ac7f147183284f0a286da8e3f8014db3797995d6baed089f918e71581aed72ae,10-502,10-502,True
7440ed84ae456b3adc34d538fb61975fe0a18588cff0189e49ac57a4948229d5,14-600,14-600,True
78f1459a373f7525a34bc8e33a96dfd66829d0ec0953c2fda5675a648c9d9261,13-841,13-841,True
37748068657d7d5ea0042ccf9d141dfa69ac2154b72173434440df561d8142a1,13-760,13-760,True
21cad206a378b90631f4ca21ad96458a12edd257f91f758681c3632b3ad5c4f5,10-824,10-824,True
2fdf903947927d242083d0154aad92f96008060c5f3b0233c500add658826142,12-1191,12-1191,True
20280d1aa0f784036b34b3a5bd559813082439a3731bcd706992900fb89aa719,13-117,13-117,True
57f2e537384c4d6d588001dc53e8e6ca8c00593a2929d6db30222dbab39ce18b,11-233,11-233,True
7fca8e238050bbb9dcd58cb40541d57feb2a16e2b99b1380ca562c7cfac532a2,9-623,9-623,True
7a5b3cb57a92bf984c6c557ef876189493de674c01e5ce60d1221e234176dc2c,13-613,13-613,True
5ec5e3959abeda4aa2b2e8065cf7a45b595198a77bfe56476e8a8a064c9e5463,10-1178,10-1178,True
0a72e19ca13e18984bad059f2cbc5150e11e9cb35e8b3b34adb284d068afc903,14-1332,14-1332,True
c7e3b0c86e0589f2894340c2cbc18a2f78cf3556ab8671625e4ec87ce78d8795,13-182,13-182,True
fe83f8626fdb4e0c228c5278aa3a69d3f3027d6843404ce1ba3b7686b316a739,14-1316,14-1316,True
ffee59839dcb894c21302e69a8f272f4ae1a08f945243bfb824ce1ba5ee99d26,9-375,9-375,True
a2133eec8241bdb1af602c92ddef50a7b01796a58c4793821071f8f43fb9822a,13-675,13-675,True
e4bae42bffb62a450aedcfc92aa5c80574abd47df470cdf35116c3f108656b54,14-893,14-893,True
cc1810a32f7dd485e3bc21688f4d43ea62cac4d3bb064ef118d0d3f3fd659182,14-983,14-983,True
369710a4269f92a1ce8d7e7016c221c94805397de7e5e16bb89c7039a3eaf4d3,9-459,9-459,True
6c22e1e832c5f7cdca21f0b6bc550450d1be7112f52b8c2dafd40a8ea854382a,9-373,9-373,True
70b2cb335e8ad179288d8979b825abbd8a68a7d2a840a7316256e7628ed6a07a,10-278,10-278,True
16f00d931e4c9bb6d5f583d905d6a0f2c862ce74f1f7e99ae79a0ec07aaa0a59,11-527,11-527,True
e37d5970ad6d59ba8f37a2b4751f00cea523818efde546beb668a9976ed545f3,12-1056,12-1056,True
da47f2a8a42b69456e8dabf1cb6f175751409feb79af287a5ac621382c237c83,14-1259,14-1259,True
3d1d415b9e3cbef3a26b03a77b549e034015592d77229bbc995c2b2d55deef18,14-606,14-606,True
6e81f4acfcf3e10922829fdd5f78c951260ee120acb832755ab90788faab862b,13-888,13-888,True
6d4c3a066940a3913f71bf5244d6f29e12ba95febba230f44f2608e5f8a47f54,7-1065,7-1065,True
d2823dd18da2f6bb9a7476e7dece10bc46f782c4de7a0ee7ad4b855819ed1d68,9-86,9-86,True
e47001190a36274b0101627b941e6199f2ca14f59b2189c1ec6b826ee8df0925,8-347,8-347,True
954a1efbc1700daf73fb80fe393e381c960c2444b272dbcb9e8f953cb996f44b,7-754,7-754,True
bc6ab289fc53625f509ce360dbb7e9cce5f2311f1e2e442fae1c7262b8cc41d0,11-111,11-111,True
17720df439ae61ae94bbb368bb0b42fd6c304078c182f305b5314221916746e8,9-1113,9-1113,True
cb1e3c1c99f2f6ac59a0bd09671336cec00aa7aa2778a0da0bc973260984e9b1,7-1115,7-1115,True
60296ca056d80c22c437c2404e6e09c6a566802a35c9e50ae5ac903a1d67ada4,12-353,12-353,True
a09924c121eaa7834db8f81bb9bbfe92b5c1360ce1c0586df1b267d38af35884,12-688,12-688,True
3f371b1c842132ffb3a22028e50f80d04d85e7cf7e2e3f03516f03728781176c,9-274,9-274,True
6aa212d21efc24d8f5048d8709f0ffe7bd3ea7252e571bc4e32de609e84faad6,10-514,10-514,True
17a1169b51510ab791cc61dd0c9bd847105cdc143d3f68c7ebbdbc387131ae7a,10-505,10-505,True
125134cb295963ae2621b9202587e1292e1010e85367acc91b03a4fc4706e933,10-132,10-132,True
c5b10b289fe2231bf873290f0015b5e8a0287da3da51b631f92c66fe962ae106,831,831,True
477e0feb051ba867a2aac3f3ca8e24eae014ab4b3ce741276891bb045ec0217e,12-1044,12-1044,True
27262dee4ceaeb3a2a4586bbcf331eb0c36d8bc534d9994cc0509008b73769c9,9-492,9-492,True
7119ac4fe2273fb75ed46aa2cec2df0d28f3ed253b8f5ac739337471fdbf7fde,10-643,10-643,True
5b2ec1de096e2f3dc973c2f345d4e1475021cbb83aa7db71f8efd10dff00fb2e,10-358,10-358,True
cb3cf958099d1ce304799ea618e4b0b2c798a4dabf52ba04732a477afeb69eeb,8-200,8-200,True
35258d2e5161231db2002ec71784ff1bf39a09e3b8d8d4eab2f671a0c91cb8ac,7-30,7-30,True
386d75858355bfb3b767a814d5e5701f77370a9ce60f89fbcec0e85288540c37,10-1076,10-1076,True
34ea7f453c125c52ab0030f413bd3205e283704a55cff68df41b8197ac183645,14-998,14-998,True
db8eba0223ce90bcdd6a63b8ec5c6964862aa395ea15801a663d75d4158ab6ce,13-118,13-118,True
02d9dbe6e5b46708bf1e61d6cf8e7c718577fcc52539d9b4aff23de73a5b1ab0,14-273,14-273,True
dd9021934ad7b5f2dd7468cb4560a669d250fe37c4ba127871e9bd1902a33bd4,11-298,11-298,True
b0891167d6db9e9a72822b760f2e39d4e217ffaa21c6f79f149a451c0c71acfd,14-1402,14-1402,True
89c66ef1c487332f5a6c77779ee34e306f594284659f0838852703580036fb9f,1383,1383,True
686a5b36d7092f5e45104501aa792e21a62f558d5aff14f4640ef1b73eb0b6d5,12-370,12-370,True
52e0c934fed70af7e2d5081e4aeb640f0b580e2f2ee11dbdf1822ce3c7d4c6c4,7-233,7-233,True
5c54623296900d80c1cfee38f1c905a55cd896cbf34a8cd91996d4e69696d40c,11-645,11-645,True
df18c3351f258970defe018077425ee5493a11e3bfe06bedcab6e875c9174aff,752,752,True
57811e0d6c17719008ff98956077d4fd1f39abe234142164d53085057730652e,12-9,12-9,True
bbaa640b117cc360a7b3bc08ae161e0518baf9ef493738f06c1ec2587559339a,13-842,13-842,True
5643e06a570695968b919d43793645e9fb8cc2d9e3e5f666f65d1531ae4478a7,11-651,11-651,True
2eb04f9b062dc75e6cb73f3cb6972e426b6feb8054615c50a2b5dc4f8e8f4f34,14-1510,14-1510,True
ef04f8de7fa2d8ceb8afb7de8a5fe2c16f40722f07d0c1dca263d50a652e7ce9,7-348,7-348,True
1036da0730b416ab52058c37941fc138befb9079140362ef278b7c5f030fb77a,1386,1386,True
84211dd0d5d5253bcfa52a78b83049c0bdb8f3302f174af5979797c94d51cae5,13-716,13-716,True
6b59a8da1d20d1c9400a5552a9fcd119729ad1e0652c6cf8056c34dddd2fc41b,12-167,12-167,True
1fa3547fd9dc00b8e19a1083e313ffd094700bf0b4956675c3ad080e1a8ae209,14-597,14-597,True
d10e693154c23fef5927bcd788c2c829e2d31b8cf4b6211b1c9472569f53c572,7-342,7-342,True
ebb4eb6cd2e5235fc15e2a7bd96534e5697def641b62c26fcb39238789417429,14-1324,14-1324,True
c935f0633d7e12a8f69d195ea3a93fdcfb612d662f05e7b17f8f30fad62e21ce,11-483,11-483,True
a0a09eb9f095ac9f438ef1b5f45c9a801acfcc05cc27335c38c41ef68e0617e4,14-309,14-309,True
4f66225e678bc42a05982ce9b2ebb42909c89dfd83fe53fdcc8f3670fe4f7ae4,8-484,8-484,True
ec9114ad260b1818def2a217f467752b5063f0d37fa6c2be2ac3d23cf32a2190,14-717,14-717,True
a1a58779764c6ac3558493bc69902a4bbe95143708f46d61a0d6fa291cf5760a,12-1006,12-1006,True
ba3cbedf5f5da111609fbd0d743b21477979d2fd6b8611881a999d1f80536497,10-895,10-895,True
7ce8c6cad1e910132caf166df627b70c38aec185b0bc8c07e4f8c0b52653c2fc,9-269,9-269,True
74942d94a0cdd126a1604b493737ba6ab7345f1b40ed0f233dcf604b866ce84f,13-679,13-679,True
70667c4175ca08c4937ce9f31f425fc7aaeac1c85b9078d429d6fa635d46a799,9-388,9-388,True
228bcc2e1f15ee20ac9a0645b597672dc67c55ef8a2665330b50aa98102852cc,12-115,12-115,True
a942cf422cbce7b80551cbdef1b91a26eb4686def5455a53cc6fe05a9628575d,10-271,10-271,True
cde131d17e3ce04270806a94753ee390d103a1f7aafc3a89344266643fd3e1b7,10-986,10-986,True
40727ed9ed74ef966fe663ac666e455222e6fcb87bd47aa883941c56cd679de1,14-1262,14-1262,True
1472d1ce9e4666bf38bfe547b55c2a8476b6bfd76d715e5c77dbf6221c4d4620,246,246,True
6fcfd55ffc6872d342e59f69db4d4352035baa973d52b7190b9e98d4141ff6af,1696,1696,True
1ee7b68d90338282f840f4a9591842ac9c25183ed30a4ce0411e60e61b9019d1,7-830,7-830,True
da1a11e6224a83e1145d0423676f8ed2b33dc7afd04aed9fe3fc79aa52be2c44,10-1114,10-1114,True
18ea86bf543451f5fe798996e79e9b019bb3b31f6ce66e3df0b0afb17b8250a0,7-449,7-449,True
be74a38eb17d03d6a9c86054e7d3b05d633c6bf1043ffb2ca4ea30dd983a864d,7-729,7-729,True
16b5c817605bb89ddbc162e8c374d857ee0445d106aba918b578e6cff4888516,7-670,7-670,True
3f9f15b5051242cd792e1bc362c3545b572dc11b7581898f1dc739c71287d992,1766,1766,True
a92900826c2ce61790a51abdbda0db4e5c4ae08af971e5c7610f00c749573e0b,12-904,12-904,True
4e659a953b240238bb2fcee7816ba41fe6a5c0c9d9b59d27fc2fa7dd5857f1e1,9-62,9-62,True
45a6d05ae11f7ea251cb757dc5f2ec6c4ab6aa422e53a99f901241865611b051,9-857,9-857,True
6bab248e52537594a4a92850a515d720cf3dc1f41e8d3e6e06c2ce996c299a61,1784,1784,True
06c708e7c182438f1018d0dbd4841086fb7b2cc2d753967651983bb1e83d65ec,13-536,13-536,True
4f3d2b0933bb2ba711f2dd3f704335ec3b8b63947c559002fc2e9694573127b7,13-630,13-630,True
3fd1a2d7131905a9a471512b9d6776f44336b502b3687845172597eaa4e6dfdd,7-947,7-947,True
0659c2860cad0eeafa3778640793a2c3337248368fb0126044871c787e794a81,1946,1946,True
3ac01ad8a74f7e1f7c46ff891c1e1c45e6ebcbab443da303585977e7cacfb37a,12-1188,12-1188,True
857da9f26a347de77ad6f4f529abef78670d581036ab44b33133b42e6a1bb5cd,12-1085,12-1085,True
5c095259fe809d56af9944a8287327350663549d76c2138c9c7006324ba88cb6,13-724,13-724,True
58a4a6929ac921a50e7c1464cfda6f04f341c17a26eeb2518b504902bc346ce7,9-558,9-558,True
cd04e6a322d73fb06614febd6fd715f7cbfb4ba412717949585aed0c9ea3286c,506,506,True
7b250f20d008220e7fccfe4de5866130c17442c585a768af66a24053d6c73352,11-315,11-315,True
62a7b9522712adaf7c75045785d7004fa6608ffd5ea5046ee904189934457cfb,14-384,14-384,True
52a90e55e1546b764bedc936ac05f9b97346e8c512869b911655e5a344239aa2,13-853,13-853,True
fa27a3ad243f918af385f3d99a13315abad0bbc8b474fa9a596e496fce191cf5,1938,1938,True
d9e091093fc3f7c8c018071cd47ef3637928632ddee9629618ae01c9665bd0b6,7-980,7-980,True
c7f6e0e7061778714986e7316da89a676ed79648fc643e552cbb800e4a6523a7,14-326,14-326,True
350804ccb7bcb64ec054591a3ef1173048050746f9a5a3e28b2820c37f457f2c,11-750,11-750,True
4b96b0d0a34922789a30271242f1167793570a4949f7034beda41b848b987c13,812,812,True
34bfd64628b7b2a4c1bb115cc36d4b4b901a3c94ba8dbb740261affcd080358f,7-389,7-389,True
590e244b888c3372aede64643597b9a7c3c5dcb1bf6bfe4aa3480fea807442cc,14-396,14-396,True
2ad3881b2dfd49e709a6fa591b98cac35ebb961d8956fc43a2dde0be62f7b2ba,10-588,10-588,True
9579b37a57e851306de46b8a3225dd846ef2b2880d2e8d9a5520ed52dfdfb035,12-408,12-408,True
d1c1dbc22adfcff43ae53a45f5d4ce99b3c4ab168012499b4dc2760a23d1e189,11-273,11-273,True
e1784a555ad34cfe2d0f4bfc67d096eed631f22cb859158e1d35feac1fc2a635,11-213,11-213,True
ad3fd52c6e94349967f9de1a45529db36ece3598fad4edbf9543ddad0dc8dfd0,11-627,11-627,True
bad85b820f6e0a0fe2b4789c740402ab6fa0fbf8f4491013f98c50232dda1816,7-45,7-45,True
1d2f1a1961d0ed7a20be1f3b60495103ba1471c030e3d94161f3c0683aed56e0,274,274,True
4cf27109ecf82ad423553707aa4dcb7df8c0a3567129de63edfdaa8c2fc88f1d,7-1082,7-1082,True
f9dac2392591828eb62ee9e8a5c04bd4b70d614727706c828eb9a35ff2e605f1,12-673,12-673,True
95d131b6a7b3b826c92624728b82d0917a3fadf3f907b963510f4381ab019b37,12-987,12-987,True
203a6828a2e9b21d1f2b9c316fdb3494aa4026f48c33205ca8b811d12d9aadff,7-874,7-874,True
42acb6294336e0349cfae73870f09579fb6e1c0ad5049e5655978d27254414de,14-1234,14-1234,True
594aebe4e4054626f06242ffcdf41f9c9a55c113c4f9e24bb33576ec456b100a,12-554,12-554,True
22118eeeea5d48a7897eb238a734d3eefe0a87ba79ae1c8740809199598184d5,14-1051,14-1051,True
41b330a67fda02499bd07bc29c8e444d203b8161c53505ad75f4c68b635f09ea,7-744,7-744,True
05b3fc4d4732cdd692a8934fc09a8894d1c4cdf6af638cda0eae128a7b4de7fd,10-892,10-892,True
41215f5d76ee1dcbb1eac5bd6941db935ff9dc9c7c76d609605dad1f360c087e,10-455,10-455,True
fe5aae06a4858f655d6cdee666fd61c954cd5f0fc19aae44b70e8dc4deed3a8f,884,884,True
455512c84fa1606cad2a675884fdf974c3bce7c659b22a5130864322aea5ab37,7-117,7-117,True
728387b9b343a7545d5aae13454ee990a4190f936253540faf276d1b776307c2,7-423,7-423,True
69b3da53e975225818ba32b09845c6568d879e5072e9aac23f4afae0189d9c10,8-485,8-485,True
7b1388b7b75540e42505203e67820fe6eaa02bb2f6e708adfd239dd772832187,14-387,14-387,True
ab65d98ea17665248ec0756d7be37e8cc9c6e2545d32770041eed0fcc3b04dda,12-267,12-267,True
01375e9106c8746c05b590dbba158d2858c9760cbe89e9622c370ae11f8e406f,10-786,10-786,True
f4e324a38affd2421950d049c10bb39d2a99ae66e63ba678329dc8ccf6fdcede,14-771,14-771,True
4a18d88052c690aac05178dace7bdf4d3a743110a8baeb0b3990427674c2b964,14-726,14-726,True
d2c3bddb8a6aa7b5cdec35b7483f286ce970c50f7da3cff97f12ab379ad014da,14-1494,14-1494,True
de57e91b6246145124d4e04739a5dede341c8d4e4cb51ef1dbcb42ff112d3a08,712,712,True
4b3311c0003429585e1746c92cefee279393f60f0206c468fb4123db88e5459e,14-153,14-153,True
f906734b3c573c5673877609950bb7a4323b5381c5ac638b9a5f8a5f0b202334,8-4,8-4,True
4eb6667f143d9434904b88d68498da45fc20d81ed457c9ecb7a06626b99e22f9,12-672,12-672,True
8e0ad5a938d0665e39dbaebf81824bbe59e163ff1c0a2bfc760ca2aec72a17fa,822,822,True
aae32022303482e2ab292653b841bd4131bcc1994474e5c02cc9fb774bb640e6,13-880,13-880,True
a9b3c426b75c7b92513e74ec246f6364e9820f05b82a4500c1e9b496d680861c,14-1024,14-1024,True
86ac574da0dbebddafde7de0d6352acd264558824c1cd3f30bf39bc6aaf103ef,14-1022,14-1022,True
2f9083bf54f84018f2d07dad7d5994f9b65c60960dbc3564b8178b54fe4dde43,7-408,7-408,True
6995b9d2e140a576e1ec7bebd41816d0fc3aef410dd066c9a55aacb714df4bae,14-31,14-31,True
e2fb5aef8f1f46d9d497087af1f24c1c68c7b8ecd4be6837bb5f12c83168d88b,7-662,7-662,True
e5c4eb5bd77e6d78fc8a1a55bb124f3ab5566cf396a4fa345d8ec5366726514d,14-803,14-803,True
db8aa42bd91f4b0da3f4b253f592c33f4e135b3a3c61a288a6a391d7b853166f,14-1140,14-1140,True
