dataset,group_id,fold,n,members
obqa,obqa_e501ea53f091593e68a6,0,1,8-345
obqa,obqa_777e6b49a56445ece3b2,1,1,7-269
obqa,obqa_2dfb4b8dcbfaa402e410,2,1,12-533
obqa,obqa_fdc9ac9b797a0e3512d3,3,1,10-995
obqa,obqa_461ca6209b113c677d36,4,1,10-244
obqa,obqa_e43c2b62e98cf8cda703,0,1,14-1270
obqa,obqa_ea65ba6e3fb468886240,1,1,13-794
obqa,obqa_23ca72ab73b744a06e3a,2,1,12-1203
obqa,obqa_7f9096359f72d7c967e8,3,1,10-799
obqa,obqa_862703a0c71f3fc707ee,4,1,11-105
obqa,obqa_cf6057fbb98fe986efd7,0,1,12-340
obqa,obqa_76d69ee5de6f0779af01,1,1,12-913
obqa,obqa_0f20a6a75af4dee08d2a,2,1,967
obqa,obqa_7ea244b90cffca4ad5af,3,1,7-1146
obqa,obqa_9138c24012be7010380d,4,1,10-1208
obqa,obqa_f6d8d30eb62de0bcea97,0,1,13-265
obqa,obqa_03191de48511e9b2dc3a,1,1,12-183
obqa,obqa_169f4a524751171ceb6a,2,1,13-563
obqa,obqa_a22caefecdb1b9c83368,3,1,13-124
obqa,obqa_581c69b6671a25f4e1de,4,1,10-486
obqa,obqa_c9a8e853164efd06eb20,0,1,10-371
obqa,obqa_45da92d84cad20cc3fb3,1,1,12-375
obqa,obqa_62771c9a44635e590a5d,2,1,12-1124
obqa,obqa_8d7738fa3526448ddd83,3,1,14-177
obqa,obqa_b117590c81e6316171e1,4,1,12-673
obqa,obqa_6f6dc9c8b56ef6293b69,0,1,14-239
obqa,obqa_973b8f95ed0498b4fbbc,1,1,12-228
obqa,obqa_e5aefe7892c85ba900f0,2,1,13-295
obqa,obqa_fb8a1efd7a722cae33ae,3,1,14-1020
obqa,obqa_48dac04f21a8a0e2a52d,4,1,10-887
obqa,obqa_3b57b09057cc68f806b4,0,1,10-1127
obqa,obqa_37075073003a0cc476da,1,1,13-327
obqa,obqa_631ada78b0e5922559d3,2,1,1936
obqa,obqa_f60afdd23dea9767978e,3,1,9-1080
obqa,obqa_3da64b24af68ba4217c9,4,1,11-274
obqa,obqa_f6b1e7a99839d0cfe625,0,1,1891
obqa,obqa_6aa0a3ba27f0e3cb805d,1,1,14-309
obqa,obqa_37e26e949271dcec6e6d,2,1,12-277
obqa,obqa_0e36b81f36549f9c935d,3,1,14-1087
obqa,obqa_98dbca7cef906ad2c011,4,1,10-1070
obqa,obqa_0897e9742f29834e00f4,0,1,8-283
obqa,obqa_d79bf4471b9c9553890b,1,1,12-554
obqa,obqa_5cc94c8668b441ab8706,2,1,14-704
obqa,obqa_849db43bf3270eca692e,3,1,8-286
obqa,obqa_9c7a164f5d618f0f5089,4,1,14-922
obqa,obqa_5c00deffdf5fa88ad03e,0,1,14-1316
obqa,obqa_5b1ab3eb31fbe426545d,1,1,12-58
obqa,obqa_19a72bbda9ab5056a21b,2,1,13-513
obqa,obqa_1f1f3b075a9ad04521ee,3,1,10-447
obqa,obqa_6115f6482239fc7c62b6,4,1,14-165
obqa,obqa_38b89e6d4169fd26a525,0,1,14-406
obqa,obqa_83fa680202daa337aa9a,1,1,1453
obqa,obqa_da1b566e815d144cc993,2,1,10-585
obqa,obqa_a3a1ac5fad2da3693382,3,1,52
obqa,obqa_e662773f2139a11714f3,4,1,14-63
obqa,obqa_41e334c0e2ce56014188,0,1,13-416
obqa,obqa_7c032a0db16a8053e363,1,1,14-894
obqa,obqa_13e4293045a33acb89ec,2,1,13-98
obqa,obqa_2aa1365e56613d104da9,3,1,10-908
obqa,obqa_c57744fcc06a34377532,4,1,14-238
obqa,obqa_d99cdcfe2448757312dc,0,1,12-1212
obqa,obqa_b521d4f0919ae331fea9,1,1,10-409
obqa,obqa_64c606cb0c3eb73ccc99,2,1,9-767
obqa,obqa_307ae2c022a3c72f5199,3,1,14-1381
obqa,obqa_10905150f504c93a4e40,4,1,7-822
obqa,obqa_0e1078e639b86a5c3edb,0,1,14-9
obqa,obqa_d727aec52267d3703738,1,1,12-532
obqa,obqa_4ca01dbff65ffc7c4f4f,2,1,11-58
obqa,obqa_6060c329c72ec3e671ff,3,1,712
obqa,obqa_3fa0a7f8f9f664ba96ff,4,1,14-719
obqa,obqa_fe77f9d6b66053bf39f5,0,1,14-1178
obqa,obqa_49b119ff217a676781e6,1,1,14-694
obqa,obqa_8fda8827c5563d04960e,2,1,10-1013
obqa,obqa_843ec51c9c764da1582e,3,1,10-1226
obqa,obqa_c30c498ec6dc63261a21,4,1,12-820
obqa,obqa_7c99fdeea383cf7b304f,0,1,11-184
obqa,obqa_f812b80619bf680c5102,1,1,11-695
obqa,obqa_96fc1a9d0621a57917e9,2,1,13-788
obqa,obqa_10b763dfc9303d2a28b8,3,1,11-20
obqa,obqa_d6d2aa82b94801c11862,4,1,7-110
obqa,obqa_76c3c77d35e9fc810656,0,1,13-80
obqa,obqa_662699f4e4914f5671f6,1,1,14-263
obqa,obqa_516a89137d1cfce26fb2,2,1,1705
obqa,obqa_9575865e460bdabfc246,3,1,7-874
obqa,obqa_d5cec2ae62e3dd7dc5c4,4,1,14-53
obqa,obqa_55accea7153b25746c0a,0,1,11-580
obqa,obqa_4497de126e4e34e65dc6,1,1,8-50
obqa,obqa_33f4b1b8fca54f2ed444,2,1,11-243
obqa,obqa_11c858798a247786df24,3,1,8-339
obqa,obqa_69087475284630e0d1cd,4,1,8-297
obqa,obqa_f74fc2d29fed32c12f8a,0,1,9-92
obqa,obqa_c0abfdfe1405311d5e89,1,1,9-1074
obqa,obqa_44b9ee3e28a951fc2b21,2,1,14-106
obqa,obqa_0a4b039b8fbfac490aaf,3,1,834
obqa,obqa_700a6b4349b387abaec6,4,1,11-531
obqa,obqa_0fce39077c9ffccdfac9,0,1,833
obqa,obqa_ad7cdfcc91b0a40ad505,1,1,13-835
obqa,obqa_3c36e8c5710cbb0d34eb,2,1,10-939
obqa,obqa_7f5adbe6b4830e0e2e1f,3,1,7-117
obqa,obqa_39e76bd7ae61f33ae6c6,4,1,10-370
obqa,obqa_d8dfcd4aef4d1c0967b8,0,1,12-1003
obqa,obqa_706e9e6de39bbdd8aad8,1,1,14-651
obqa,obqa_90b4d3d87b3e41090e2d,2,1,12-256
obqa,obqa_7be67642fce52e5ad9a6,3,1,11-414
obqa,obqa_701bbfe17c94c755d786,4,1,12-121
obqa,obqa_648d64d4e056ab2f877e,0,1,1091
obqa,obqa_80cff9df667171535841,1,1,13-933
obqa,obqa_c4b5c58268247fc53f94,2,1,11-575
obqa,obqa_3d96659d1cfc6cdd6f9b,3,1,10-201
obqa,obqa_26a980ffd765c398999a,4,1,10-325
obqa,obqa_5a3e90d0d59f6b1870a4,0,1,9-872
obqa,obqa_993097ec38ed3902e098,1,1,14-600
obqa,obqa_2c7dcff4adcbbe990a65,2,1,10-344
obqa,obqa_822b31af520563da4dbc,3,1,11-245
obqa,obqa_2caeb23da4a087ad159a,4,1,13-668
obqa,obqa_7de3e412ddf8719b5609,0,1,11-508
obqa,obqa_f468e9c32a30bb5ef5f6,1,1,12-495
obqa,obqa_d1c98017c5a3f2103976,2,1,11-325
obqa,obqa_3284c73d3c7d071f3d89,3,1,12-864
obqa,obqa_cf25c73bad9f3a34ba75,4,1,9-10
obqa,obqa_fd72d2e74d0f9a116f1e,0,1,13-344
obqa,obqa_d1be26d4a90f8add65af,1,1,12-582
obqa,obqa_7daf4c293f61bc26af9c,2,1,11-27
obqa,obqa_b83f2c2b51f2588e167d,3,1,12-157
obqa,obqa_386329063ab17b87221c,4,1,12-506
obqa,obqa_eac2377e7f711a7df3b7,0,1,14-761
obqa,obqa_a905368898861709b228,1,1,14-71
obqa,obqa_2aa4ea306afae38409ff,2,1,14-1386
obqa,obqa_42cdc1839bb11576b7f0,3,1,13-3
obqa,obqa_c40779c0eea5d181a60d,4,1,14-1083
obqa,obqa_4d9182b801cde148d519,0,1,14-935
obqa,obqa_018f6bc72b559f4d3ba4,1,1,10-1144
obqa,obqa_dbd7f49ec0d7c0a8ef22,2,1,14-1363
obqa,obqa_de8d7daea28fb4df634d,3,1,14-820
obqa,obqa_688be1eb2960e2c39d59,4,1,10-676
obqa,obqa_022c9d2ac3f2936156f4,0,1,10-39
obqa,obqa_71e9f3e840e43bfaa91d,1,1,1860
obqa,obqa_e2e4a1f8f12f29421e12,2,1,13-17
obqa,obqa_14c6cdd8d2b80138951e,3,1,12-511
obqa,obqa_9a272985d0124b17db65,4,1,12-155
obqa,obqa_0397c047b6df4c058c4c,0,1,14-801
obqa,obqa_70a6af5983a204f0e88c,1,1,12-292
obqa,obqa_ed4faf71e4af643c2d35,2,1,10-1168
obqa,obqa_be2a0824cc6468bf6f9a,3,1,12-663
obqa,obqa_07e4daa4396063a3970e,4,1,336
obqa,obqa_3fa2508eb6a68ce6b688,0,1,13-712
obqa,obqa_108f96a9f58ba9f0c2b1,1,1,12-972
obqa,obqa_d5aa39f7cae0c2135e8f,2,1,10-595
obqa,obqa_2b423a73f564a2c59eec,3,1,14-187
obqa,obqa_566100296034c3160b73,4,1,9-444
obqa,obqa_80c542c839ff7df64f4c,0,1,9-679
obqa,obqa_cc1d954fffab11634e44,1,1,1111
obqa,obqa_90da8032987fb23393e6,2,1,13-479
obqa,obqa_d4cb0c6a83c6c9eeeb34,3,1,14-287
obqa,obqa_93472df01b7b369a9b4d,4,1,13-984
obqa,obqa_8f9eb10269674168317f,0,1,11-645
obqa,obqa_c48d8cd4105f6a1de8a5,1,1,10-482
obqa,obqa_402cf207b5f7e37bab6b,2,1,9-706
obqa,obqa_c80508a62a41198d3beb,3,1,13-177
obqa,obqa_8a7a4291c5bbfd33007a,4,1,14-505
obqa,obqa_66c2e6ba167a9d549c90,0,1,13-5
obqa,obqa_5601d52a58292d4fbfb0,1,1,1413
obqa,obqa_fd54f71c41f33fb2e118,2,1,13-198
obqa,obqa_2a5b8b5e11d7ad3aa7fc,3,1,13-810
obqa,obqa_88fca975db376fbfefc9,4,1,7-1037
obqa,obqa_af354e91a5fd81581858,0,1,14-742
obqa,obqa_7387490af4ce60d6a2b8,1,1,13-15
obqa,obqa_6ed69f8db0b22219fe94,2,1,13-1
obqa,obqa_2454de5e3eee160081f5,3,1,7-78
obqa,obqa_253cda45e92339a477f2,4,1,14-1137
obqa,obqa_2f2bea3ceac3761aec8e,0,1,13-769
obqa,obqa_29fc73c47d03fc04d2a9,1,1,10-1200
obqa,obqa_e840975b372cbdace24f,2,1,12-1166
obqa,obqa_bf872762774bd2f44811,3,1,14-464
obqa,obqa_ed94c5d4eeb1595e58eb,4,1,12-16
obqa,obqa_541f3e1fcdbd47d8433d,0,1,11-159
obqa,obqa_4fba5ba04346552be5b9,1,1,203
obqa,obqa_74049eebb7c46cac7f83,2,1,7-824
obqa,obqa_9ebf64503a7c44323be3,3,1,10-721
obqa,obqa_763e073427f5c55311c8,4,1,14-1294
obqa,obqa_ccbce477e6f260fda5b6,0,1,12-26
obqa,obqa_9baf86337b8516af4d66,1,1,14-795
obqa,obqa_3e2bd62078cb0b3605d0,2,1,12-218
obqa,obqa_dd39b62e1fab0057042e,3,1,13-809
obqa,obqa_a9748931c136ae327356,4,1,7-74
obqa,obqa_28fd8de57ec4b50a81fa,0,1,13-790
obqa,obqa_97f3f96f8a5d6f6bcc91,1,1,7-834
obqa,obqa_510262029bb31090a2fa,2,1,13-538
obqa,obqa_fe2fecf994ed9ea3a03f,3,1,1299
obqa,obqa_77c8f39a314260b72e2d,4,1,12-189
obqa,obqa_15103abcace175f21f9e,0,1,7-235
obqa,obqa_3083883489ae9bc68e8a,1,1,10-312
obqa,obqa_4810b05870a644f58f67,2,1,14-1177
obqa,obqa_9b179aeecbffac66487f,3,1,7-45
obqa,obqa_23de026f8867b675a7ea,4,1,14-1000
obqa,obqa_612120dce6b2a887c43a,0,1,13-865
obqa,obqa_9bf6cb76d76fcfb62340,1,1,12-756
obqa,obqa_581bba3d2231552ea35d,2,1,12-383
obqa,obqa_4bece1f82aa9f299490d,3,1,10-655
obqa,obqa_c5f4fcd91b0d415bc489,4,1,13-28
obqa,obqa_e848d7dcbdee070ad962,0,1,10-682
obqa,obqa_19a5bb7405d2639d63e6,1,1,10-5
obqa,obqa_b0fcf25ca396f2ac5b32,2,1,13-805
obqa,obqa_39d031960430394ed097,3,1,10-479
obqa,obqa_51217954e1ec3f0eeba0,4,1,11-253
obqa,obqa_fd3ca31758a361093378,0,1,10-106
obqa,obqa_c6e43277314f405ed488,1,1,14-601
obqa,obqa_1f111cea04c8c788cd27,2,1,14-1295
obqa,obqa_c068931682da87c9868e,3,1,7-1085
obqa,obqa_72289f7a81d5696e4fb2,4,1,14-538
obqa,obqa_abc0a546ef98654281f3,0,1,7-712
obqa,obqa_99d395f11208393444f5,1,1,14-1438
obqa,obqa_728bb452d70ba945906f,2,1,13-710
obqa,obqa_d756610b150f56758a42,3,1,930
obqa,obqa_00431d755cc50f101a0a,4,1,7-514
obqa,obqa_d265ab8a942966b984e8,0,1,7-1090
obqa,obqa_4d911228af130891b7a0,1,1,12-371
obqa,obqa_2468a17d0b5cac5c990d,2,1,13-1036
obqa,obqa_f78d1a12adc11a18359f,3,1,14-762
obqa,obqa_c9e5f55d559ab193a40c,4,1,9-939
obqa,obqa_501bed23014dbcdb6c47,0,1,12-948
obqa,obqa_74a59002a1654fcbcdc5,1,1,11-448
obqa,obqa_9f3d4e9d162a38f95518,2,1,14-681
obqa,obqa_447c8849eac681788d8b,3,1,13-572
obqa,obqa_dba641bc85c8ee94dda9,4,1,1466
obqa,obqa_1c634557e4133b291048,0,1,13-93
obqa,obqa_8a1deca916e9b25a5b8d,1,1,9-913
obqa,obqa_7ad862dbc20cbd028d67,2,1,1878
obqa,obqa_c7fe9cadb6aa9aeaf42e,3,1,13-121
obqa,obqa_b4bd004b5953369ba07e,4,1,1172
obqa,obqa_9fd41e8954f9ea039e67,0,1,12-892
obqa,obqa_ef8b07b4b7eb5ca6244d,1,1,11-155
obqa,obqa_ba782dfd4c6bee431164,2,1,12-214
obqa,obqa_2288830e095f5316030c,3,1,10-985
obqa,obqa_55f96f67ff04b9c4bff9,4,1,121
obqa,obqa_405cefbdaf5893908c49,0,1,10-758
obqa,obqa_027a41a4940ce284a60f,1,1,12-289
obqa,obqa_86e2d1bd6dfbe048c930,2,1,9-923
obqa,obqa_b6f145bdd367a95322bb,3,1,12-380
obqa,obqa_82b2ecf58d8a4c0a1390,4,1,13-560
obqa,obqa_00b620d39a7fe7ba8378,0,1,13-330
obqa,obqa_550a20ead8552702fdb0,1,1,7-180
obqa,obqa_3c1b1264d50c9c7f0980,2,1,12-469
obqa,obqa_8db2774f6315077f5f2a,3,1,14-399
obqa,obqa_19bf6bb83b5115904576,4,1,10-310
obqa,obqa_e8b3e745a6ba8b992bed,0,1,10-143
obqa,obqa_bb6574dff195ea6c3303,1,1,8-73
obqa,obqa_870949573c0d2531f8d7,2,1,11-496
obqa,obqa_674506ed799c01dfdc60,3,1,10-331
obqa,obqa_fa18a5976a68583091a8,4,1,14-369
obqa,obqa_9924f1950ca5710e0104,0,1,13-77
obqa,obqa_6149d6d4e901410fa69a,1,1,13-262
obqa,obqa_83daef9f723638cba656,2,1,13-658
obqa,obqa_47b8396861469b00ba24,3,1,12-364
obqa,obqa_34219525cc8f9f5263cb,4,1,13-717
obqa,obqa_7cb7407583618978bcdb,0,1,11-661
obqa,obqa_79e2adb5b0142dc33e2f,1,1,8-152
obqa,obqa_bf57100577dd1aabfabd,2,1,14-27
obqa,obqa_fbc1f0e6a899304817fb,3,1,12-772
obqa,obqa_81e3ef59db3e8d0f88c9,4,1,12-994
obqa,obqa_2e06df1e9f5d4e49b42f,0,1,13-83
obqa,obqa_f1367bd30fa7bcbc0fac,1,1,13-760
obqa,obqa_a3c9e1d35b7f3b6f7dee,2,1,10-315
obqa,obqa_21b1bda1d8285a7d307b,3,1,14
obqa,obqa_4f577aca9976505a7ff2,4,1,12-546
obqa,obqa_20df1a4b7ec8f9057d0c,0,1,12-883
obqa,obqa_3646a58ea5b3422e0a74,1,1,10-733
obqa,obqa_1be7a9fcc4eeae8879a6,2,1,12-179
obqa,obqa_cd74258eb1f97af41b5f,3,1,14-554
obqa,obqa_c571ecc4c4a6b9e873d9,4,1,13-584
obqa,obqa_6b5238550dc2094cfe81,0,1,10-383
obqa,obqa_3c2937d442522fa52ba4,1,1,11-1
obqa,obqa_8038b1d4b69a65470256,2,1,14-141
obqa,obqa_5b9d1fc31426f64ef325,3,1,13-134
obqa,obqa_c7544d8c451f14e3b2ef,4,1,14-1231
obqa,obqa_0294c902d2b108a746ca,0,1,12-398
obqa,obqa_75886d5b2ccb9df51a91,1,1,11-555
obqa,obqa_6d5d859281cfc49fdcea,2,1,11-28
obqa,obqa_120599afc1296c309c68,3,1,12-833
obqa,obqa_9afa2a3851a4b9cfc109,4,1,13-1048
obqa,obqa_c0dc56504f50988c15f9,0,1,10
obqa,obqa_6ab63181ee09d6fd37af,1,1,9-441
obqa,obqa_bbadc468bd2481924163,2,1,13-235
obqa,obqa_813548c0f45fcc49fc92,3,1,9-1143
obqa,obqa_47b913959783447b6ea5,4,1,13-747
obqa,obqa_d3319bfac0ced7acba09,0,1,14-344
obqa,obqa_66f6b5fcd36b627bb920,1,1,13-1000
obqa,obqa_bcfd14c1a3dda578d303,2,1,9-1174
obqa,obqa_55cb7039b1a2d81c52a9,3,1,14-881
obqa,obqa_7a180a20ce6c5b4c384c,4,1,10-603
obqa,obqa_af36bba343dc8542e62d,0,1,7-271
obqa,obqa_2b0d8ae2a26096e87a91,1,1,11-464
obqa,obqa_784e64dbab7e84521c10,2,1,7-449
obqa,obqa_a1ca37d97b95f01f601b,3,1,13-574
obqa,obqa_562f6b6a7bc1ec7fad77,4,1,7-332
obqa,obqa_794ebd61a61803dbd348,0,1,9-62
obqa,obqa_27d6e4f4f92bc7b4ae66,1,1,7-350
obqa,obqa_16b39d5d6a92a1a329d0,2,1,14-284
obqa,obqa_17f1e4a958b12d7d1250,3,1,10-545
obqa,obqa_d9b7ae8b5e0730ac97f0,4,1,12-758
obqa,obqa_060c339e66e47fb9245c,0,1,14-721
obqa,obqa_b238c55575d618a6f019,1,1,11-363
obqa,obqa_27d94f66bb4c01db9b91,2,1,1505
obqa,obqa_0eea37bebb170491956e,3,1,9-1050
obqa,obqa_794bf41fa7df3fa9707d,4,1,13-818
obqa,obqa_e00044e839ba82b7ba19,0,1,11-467
obqa,obqa_df90be73e8fc630d5b6e,1,1,11-689
obqa,obqa_eca7378ed40763aebcb7,2,1,9-1185
obqa,obqa_454a506d7c574d7876f1,3,1,10-1008
obqa,obqa_465b0686455f58d0224f,4,1,12-418
obqa,obqa_94e4e7b9f3a03f7a2646,0,1,13-686
obqa,obqa_5a352a082f67e61a3111,1,1,12-99
obqa,obqa_4228ae153fda60345825,2,1,11-549
obqa,obqa_25afdd9ef4f495d3d459,3,1,8-164
obqa,obqa_fe179ee7d2ff46cdc94a,4,1,13-472
obqa,obqa_6d7427ac8c01fe4b5c4e,0,1,8-72
obqa,obqa_2edebd0568bf58be50ec,1,1,792
obqa,obqa_589b736a58ad466644c8,2,1,13-995
obqa,obqa_ab741748bcc3b5b13dcb,3,1,10-445
obqa,obqa_9bf27e59699e5e893e3a,4,1,9-568
obqa,obqa_1f29378bc5ca17afd3d5,0,1,12-460
obqa,obqa_e9755d189c3937a35607,1,1,9-475
obqa,obqa_b02cddb939b648590514,2,1,10-332
obqa,obqa_f7524439b5cf69d86e34,3,1,14-517
obqa,obqa_5d61e6a2820653b27f87,4,1,10-230
obqa,obqa_bca9439275d3924c5a09,0,1,8-474
obqa,obqa_a273d91e3c903bd46be0,1,1,12-893
obqa,obqa_cb3f4ea5c8444a28c613,2,1,12-490
obqa,obqa_54506645f484b2f149af,3,1,210
obqa,obqa_8a9341df41dc16906de3,4,1,13-903
obqa,obqa_db21cdb27a6a871c146f,0,1,10-940
obqa,obqa_68ce7d8a5158799ef4cb,1,1,10-831
obqa,obqa_3d597637b2aa414be2df,2,1,12-377
obqa,obqa_0871b646b03880d6e397,3,1,1721
obqa,obqa_f6d3b822d1adb3da8cce,4,1,14-1359
obqa,obqa_4abdb0980e2e04044325,0,1,11-489
obqa,obqa_62d1a71f082ec3e93186,1,1,14-359
obqa,obqa_fefb13e952ea2c0e8f48,2,1,10-632
obqa,obqa_21b8c035a6adc84bf507,3,1,12-596
obqa,obqa_8409e19f0ef4f1b48e13,4,1,14-59
obqa,obqa_36d5c3350ba2508ac51f,0,1,13-996
obqa,obqa_2af4f3aa7de7e5468cfc,1,1,14-490
obqa,obqa_449020403faeaea89b38,2,1,9-157
obqa,obqa_b3654dfefa530269b70b,3,1,14-1213
obqa,obqa_078dbc50d35cfa2e26d1,4,1,14-1034
obqa,obqa_6ab312f3ed175f10e621,0,1,8-120
obqa,obqa_ddc38a391c276533cdff,1,1,12-6
obqa,obqa_026d6fd5a4e0900be3bc,2,1,13-386
obqa,obqa_2512406fe4b00de41105,3,1,13-1025
obqa,obqa_c41941376b7e67164f39,4,1,12-656
obqa,obqa_3c4db39c1abbd7c34ff7,0,1,14-219
obqa,obqa_e509cb7d5ddf3aaa72a9,1,1,13-435
obqa,obqa_df9ddad0208f6edaaf7a,2,1,11-350
obqa,obqa_2b7aecc3f7bf78d22dd1,3,1,1589
obqa,obqa_ef17870beb49d5f5a1b0,4,1,7-1070
obqa,obqa_c6997a168aadbebe0dce,0,1,1005
obqa,obqa_69a2173136f899d4fa7c,1,1,11-5
obqa,obqa_43cbbe38db42a9c04d50,2,1,1844
obqa,obqa_038a25d0f17de67f8df8,3,1,10-668
obqa,obqa_34c0426a8b0ea2086e52,4,1,12-544
obqa,obqa_63fa4538e6f7278f7230,0,1,74
obqa,obqa_63049893ae2c6d07119e,1,1,13-320
obqa,obqa_08baf4e36020bfb2f7a4,2,1,14-1259
obqa,obqa_eaae6c281dc5b2de25d1,3,1,10-123
obqa,obqa_f1ee1f4ad6b3b30863ca,4,1,14-1184
obqa,obqa_158787895d2303696a2a,0,1,11-427
obqa,obqa_65ed0300321a1c657f87,1,1,13-1027
obqa,obqa_17f6b8b75cb3d91508c8,2,1,10-23
obqa,obqa_490dee8cd3bb9a69e09c,3,1,7-532
obqa,obqa_5cbc53b0cb11b8e421e0,4,1,11-479
obqa,obqa_91bea5915070d15b7039,0,1,10-469
obqa,obqa_093ad128df295dc04cfa,1,1,10-513
obqa,obqa_78558f8d79ae002b475d,2,1,13-2
obqa,obqa_7ca12b93c53662ed1a7c,3,1,12-941
obqa,obqa_81eeb68de56579679f5a,4,1,14-1417
obqa,obqa_0980e6f09fd26b0d5d97,0,1,10-219
obqa,obqa_2ed680c226d4fcc11898,1,1,10-884
obqa,obqa_e59e83f11bc52e5822af,2,1,14-171
obqa,obqa_1e94c068f155898e1978,3,1,10-487
obqa,obqa_fa709bf350b62eaecc48,4,1,14-148
obqa,obqa_7806f4f44813130b4c74,0,1,10-1048
obqa,obqa_d680f9d968d3243da0df,1,1,10-345
obqa,obqa_1957f994a199bd61643c,2,1,10-1103
obqa,obqa_79f5205500517f3f4e5d,3,1,12-1113
obqa,obqa_a68226d8f1276679fa17,4,1,8-377
obqa,obqa_7b35d9f07200f6979bc3,0,1,14-656
obqa,obqa_2bf9e68be9f58c75bc6e,1,1,14-442
obqa,obqa_223b88ace25e4efc5484,2,1,14-1196
obqa,obqa_58189781492ad53d8491,3,1,10-767
obqa,obqa_94a0595394ab4c7b039b,4,1,14-808
obqa,obqa_794d00256d68ab2ed0e3,0,1,8-20
obqa,obqa_992dbaac3965a83b70a1,1,1,12-1144
obqa,obqa_d1198951b9dfd7d0aea0,2,1,1529
obqa,obqa_b9f5e598732279eec4a1,3,1,10-986
obqa,obqa_fbe525b9965c65dba0f9,4,1,10-289
obqa,obqa_43893fd4ce42f333df26,0,1,7-286
obqa,obqa_d6f21ae11ac5feec5207,1,1,11-388
obqa,obqa_a8bf70598ee9e9dd34cb,2,1,13-333
obqa,obqa_ed1405a248f82d01d394,3,1,12-215
obqa,obqa_c640e0972351355ecc3f,4,1,12-861
obqa,obqa_981a2ca24285688edeca,0,1,14-646
obqa,obqa_f1d5efae08d7d570e8f0,1,1,13-952
obqa,obqa_49ede4dde12ff2158d0c,2,1,13-383
obqa,obqa_8e8d5f6844f0d3d88305,3,1,7-994
obqa,obqa_0cb19a97f9d1dff2a48c,4,1,9-1127
obqa,obqa_0e3d70d02547d90f6a8d,0,1,12-133
obqa,obqa_17542f7b586c0de6de7e,1,1,10-485
obqa,obqa_bb7b4e499ec95bc2ad94,2,1,7-186
obqa,obqa_67643c55b735c79b2139,3,1,7-420
obqa,obqa_8482a3d808fb1d9c869b,4,1,14-1509
obqa,obqa_e41a8280894205f9a4c4,0,1,14-864
obqa,obqa_6b331557935b44dddb57,1,1,9-1156
obqa,obqa_80d7b9810d892cd031ee,2,1,1509
obqa,obqa_70f4ec75e7202e83ac32,3,1,13-136
obqa,obqa_0bf40f10803c77cd2872,4,1,9-836
obqa,obqa_377a1fc6ff416e3ba0c2,0,1,12-595
obqa,obqa_f09d77c8af684bca5711,1,1,10-44
obqa,obqa_24884860e16ec5dbd600,2,1,9-207
obqa,obqa_54cb789337fac80c5cba,3,1,12-329
obqa,obqa_6fed5ac434d22a85d643,4,1,1703
obqa,obqa_261f72d3d127dde60f3d,0,1,11-212
obqa,obqa_55663fa417dbe305e615,1,1,8-452
obqa,obqa_b7fcad8ff0bbdf618b5c,2,1,14-180
obqa,obqa_dc181c4a36812ab19ee2,3,1,12-729
obqa,obqa_c151e6dcec82957dac36,4,1,14-667
obqa,obqa_6084d6ea890232e5baa5,0,1,11-728
obqa,obqa_bb7d4431870c9e340447,1,1,11-134
obqa,obqa_b5c2d47d44b9e8194459,2,1,13-211
obqa,obqa_ef3818cfb59e1f07d1f0,3,1,9-1177
obqa,obqa_eac2c4f6f64521141455,4,1,10-129
obqa,obqa_131a36bbdf2b8c45c9f0,0,1,9-787
obqa,obqa_21736f1418ead185b87c,1,1,12-1126
obqa,obqa_8fda985c46a6341e4481,2,1,10-1174
obqa,obqa_6f2d23322f4a7c9ed44a,3,1,14-217
obqa,obqa_398ac278b75a93254ca0,4,1,9-880
obqa,obqa_6389a35d1c044095a3dc,0,1,11-286
obqa,obqa_ecfe6631e605aed68d39,1,1,11-167
obqa,obqa_a159ccb9b627a50e9877,2,1,7-546
obqa,obqa_1fdd2b6cfb73aabac8b4,3,1,10-1118
obqa,obqa_5c70377b574a353cc94f,4,1,11-78
obqa,obqa_baf3893705a2b1c2a2ca,0,1,12-192
obqa,obqa_281d88ee9fc01cc904ee,1,1,14-1011
obqa,obqa_b6b1502e201b3c3acdb6,2,1,13-883
obqa,obqa_b1a265071140d47d4418,3,1,11-264
obqa,obqa_0a0ebd2c8fcdcbdeb577,4,1,619
obqa,obqa_05e732c04572810da631,0,1,12-847
obqa,obqa_ce2389da9afa6a9902fa,1,1,12-1158
obqa,obqa_89f748cae115b670c5da,2,1,14-1287
obqa,obqa_f2ccbe7dc6a232e5edfd,3,1,7-12
obqa,obqa_0f00c7dcf2e3db39bac5,4,1,12-668
obqa,obqa_85b3821d0fc769c3a10b,0,1,10-857
obqa,obqa_6fb69f885792f283f788,1,1,12-1076
obqa,obqa_88cb90f8917874023c0e,2,1,7-939
obqa,obqa_b5408671d42461d06f09,3,1,14-281
obqa,obqa_0b3034aa46948599cb71,4,1,10-1199
obqa,obqa_768c9421034751afbbf8,0,1,10-490
obqa,obqa_65f0fa918be5fd5081c7,1,1,1386
obqa,obqa_2d6034a5fd70b7825b40,2,1,7-1023
obqa,obqa_eaaff1fc5b8b26d75293,3,1,11-572
obqa,obqa_18f7033f6620b12b596d,4,1,13-455
