dataset,id,source_row,group_id,fold
obqa,14-214,2311,obqa_f0e6d7530436831c0ee0,1
obqa,14-215,2312,obqa_1508d0ca93699dd5ea55,1
obqa,14-217,2313,obqa_6f2d23322f4a7c9ed44a,3
obqa,14-219,2314,obqa_3c4db39c1abbd7c34ff7,0
obqa,14-22,2315,obqa_f81b23bebf0035eb5b02,0
obqa,14-220,2316,obqa_88aebd839d033c96fa70,4
obqa,14-23,2317,obqa_2cea6699a525fdb217ca,1
obqa,14-232,2318,obqa_5961f796bc558e797ef6,0
obqa,14-234,2319,obqa_df88019cf409b9d52b44,4
obqa,14-238,2320,obqa_c57744fcc06a34377532,4
obqa,14-239,2321,obqa_6f6dc9c8b56ef6293b69,0
obqa,14-24,2322,obqa_224f8a8361042a3a95f4,2
obqa,14-248,2323,obqa_4b0a15c8c8197eb7db27,3
obqa,14-25,2324,obqa_ba1e379777c432d142da,3
obqa,14-250,2325,obqa_707ca6adb49c35b36f4d,4
obqa,14-255,2326,obqa_486f10a7939b8cbc445d,0
obqa,14-259,2327,obqa_7ce3c334ddc53160e738,0
obqa,14-263,2328,obqa_662699f4e4914f5671f6,1
obqa,14-265,2329,obqa_90e1ecf09b573cfffbd8,2
obqa,14-266,2330,obqa_3a05ac01e79db3255448,1
obqa,14-268,2331,obqa_0632e9abe450647bd2f8,0
obqa,14-27,2332,obqa_bf57100577dd1aabfabd,2
obqa,14-270,2333,obqa_e24ef5dc17ec3e2497fb,4
obqa,14-272,2334,obqa_a1286bf8c6370d504fb2,0
obqa,14-273,2335,obqa_d9c7a3caa86ad73ded5a,1
obqa,14-277,2336,obqa_6734aaedf72e143e836c,1
obqa,14-281,2337,obqa_b5408671d42461d06f09,3
obqa,14-284,2338,obqa_16b39d5d6a92a1a329d0,2
obqa,14-285,2339,obqa_efe0a8c352c8a2090169,3
obqa,14-287,2340,obqa_d4cb0c6a83c6c9eeeb34,3
obqa,14-294,2341,obqa_a90d1a2849900cfcb629,0
obqa,14-295,2342,obqa_77f04bc7e0f2566a2e11,2
obqa,14-3,2343,obqa_2aac0aece260aab9efb2,2
obqa,14-300,2344,obqa_29be1368a7a6519f6d6e,1
obqa,14-302,2345,obqa_cc83cf308c7855c51766,3
obqa,14-307,2346,obqa_2f890cb62f82669a28bd,0
obqa,14-308,2347,obqa_13067e81e9dd686540c5,2
obqa,14-309,2348,obqa_6aa0a3ba27f0e3cb805d,1
obqa,14-31,2349,obqa_161b5c8d547f375a0688,3
obqa,14-312,2350,obqa_97125e2ce705764767bc,0
obqa,14-319,2351,obqa_bddb4e9147e250a82205,2
obqa,14-32,2352,obqa_319e6c4e43aacd770235,3
obqa,14-323,2353,obqa_ce7daddce08af8f4e223,4
obqa,14-324,2354,obqa_2b8faa54a3af96f4335a,2
obqa,14-325,2355,obqa_bc058a706f93ffa05471,1
obqa,14-326,2356,obqa_4f5b6efbfff90a9c1434,4
obqa,14-330,2357,obqa_4811275827d099c826d3,2
obqa,14-333,2358,obqa_602a3a6ebbb3894702af,1
obqa,14-337,2359,obqa_e5ae8a1e6a62802c11a6,3
obqa,14-339,2360,obqa_793543fa06dee9f18976,3
obqa,14-343,2361,obqa_050f7f356fe18d7a75ac,1
obqa,14-344,2362,obqa_d3319bfac0ced7acba09,0
obqa,14-345,2363,obqa_8050c9d9316e35846819,2
obqa,14-346,2364,obqa_cb438a3bf2e2ac42bf5a,3
obqa,14-355,2365,obqa_b1cfc07ee4f5ef5a24f2,3
obqa,14-356,2366,obqa_235012fffc4b57d81a63,2
obqa,14-359,2367,obqa_62d1a71f082ec3e93186,1
obqa,14-360,2368,obqa_8e3e9fd07f0b85282ab9,2
obqa,14-365,2369,obqa_84b4e20ce22b960276ea,3
obqa,14-366,2370,obqa_df9577eb9ece5c2aceeb,1
obqa,14-369,2371,obqa_fa18a5976a68583091a8,4
obqa,14-37,2372,obqa_f552f4f2a925cc5d370d,2
obqa,14-376,2373,obqa_61dc4428c1cb275327c8,1
obqa,14-377,2374,obqa_106998deec245eebc364,3
obqa,14-381,2375,obqa_6b52717535d6a74a49fc,4
obqa,14-382,2376,obqa_93103eb81ec7cab2a24f,1
obqa,14-383,2377,obqa_f747476f2e349b9f554e,3
obqa,14-384,2378,obqa_c9b168b01e8a2912a70f,4
obqa,14-387,2379,obqa_51074ff8d2076d760a74,3
obqa,14-389,2380,obqa_1f68d029316f0c6139f1,1
obqa,14-391,2381,obqa_b4c1d7663e9d99845cd5,0
obqa,14-396,2382,obqa_0a31cd1444dcf5cae59b,1
obqa,14-397,2383,obqa_9f965a5b41d42877bd2d,2
obqa,14-399,2384,obqa_8db2774f6315077f5f2a,3
obqa,14-40,2385,obqa_19f6f579effab829ff32,4
obqa,14-402,2386,obqa_09c2dfd91730d8ca9d4e,2
obqa,14-404,2387,obqa_9b0e4cf2b31de512edb5,4
obqa,14-405,2388,obqa_3d29977ba40b0048a3ca,2
obqa,14-406,2389,obqa_38b89e6d4169fd26a525,0
obqa,14-407,2390,obqa_2d79a655656a9c2942ff,1
obqa,14-408,2391,obqa_e5e0b9b7b1a36061a62a,3
obqa,14-41,2392,obqa_93d68ec0f1412673ee32,3
obqa,14-413,2393,obqa_4b879ae2ff937138c196,2
obqa,14-414,2394,obqa_9d355186474858ddeebb,3
obqa,14-416,2395,obqa_4a41b2b3052297e78db6,1
obqa,14-42,2396,obqa_0fdcf749ea84a260df9e,3
obqa,14-423,2397,obqa_bec0edf85b84cd71ed7e,2
obqa,14-428,2398,obqa_cf016a5a5999bca788f8,4
obqa,14-43,2399,obqa_009b0d33c0f4b4262af0,4
obqa,14-431,2400,obqa_1ae99403efd4b7e4ccea,4
obqa,14-436,2401,obqa_e53672f0d2321c5dea40,1
obqa,14-438,2402,obqa_4cb8e054bd0358b0a4b9,1
obqa,14-439,2403,obqa_0324529e49e390a930f8,4
obqa,14-44,2404,obqa_dd7e07c6beb3b27c1593,4
obqa,14-442,2405,obqa_2bf9e68be9f58c75bc6e,1
obqa,14-445,2406,obqa_908def040595b839027d,1
obqa,14-449,2407,obqa_bb5251733d0034c5e9b6,2
obqa,14-452,2408,obqa_586f7ba3f43394581b24,2
obqa,14-46,2409,obqa_a16e2373c7c90efd6edd,3
obqa,14-462,2410,obqa_4b07d9ae22bae69189d3,0
obqa,14-464,2411,obqa_bf872762774bd2f44811,3
obqa,14-465,2412,obqa_07f77c8a31ac9aaee341,3
obqa,14-466,2413,obqa_76ed7ed0be572547a438,4
obqa,14-47,2414,obqa_b18b69354eaacfd6f3e8,2
obqa,14-473,2415,obqa_f0c7c8ac6615e02fecfe,4
obqa,14-475,2416,obqa_c96fa9f1fa74fcb0a7f9,3
obqa,14-479,2417,obqa_ee3819a8e23660108b7a,3
obqa,14-480,2418,obqa_11190530fb7d0d5bd39b,4
obqa,14-482,2419,obqa_942f8f047c07c58c8355,4
obqa,14-483,2420,obqa_7a5b6881177753554017,1
obqa,14-485,2421,obqa_ef7ad704c4080eb80b7c,3
obqa,14-488,2422,obqa_c651ecd02b15967268df,2
obqa,14-49,2423,obqa_7e8da70bf5b3327d5602,1
obqa,14-490,2424,obqa_2af4f3aa7de7e5468cfc,1
obqa,14-492,2425,obqa_5bb4adf0607e2d590114,0
obqa,14-498,2426,obqa_1d05d006103057276745,2
obqa,14-5,2427,obqa_c2047c07c32ebbb151fd,0
obqa,14-505,2428,obqa_8a7a4291c5bbfd33007a,4
obqa,14-509,2429,obqa_728a14cddd66d1218d94,0
obqa,14-512,2430,obqa_5a9b2b1b51e436f505ac,0
obqa,14-516,2431,obqa_67f43bc4ddecfcc27ae5,3
obqa,14-517,2432,obqa_f7524439b5cf69d86e34,3
obqa,14-518,2433,obqa_8862b023b1dfa9f8f1f0,3
obqa,14-521,2434,obqa_fd2ff12414f8bb6fb19a,1
obqa,14-522,2435,obqa_ff579387ecfc6473c2b6,2
obqa,14-528,2436,obqa_a33bbdfc8f51d2cfa477,4
obqa,14-53,2437,obqa_d5cec2ae62e3dd7dc5c4,4
obqa,14-534,2438,obqa_265f08e62efc0f7dd961,0
obqa,14-538,2439,obqa_72289f7a81d5696e4fb2,4
obqa,14-539,2440,obqa_bfe34ca51fa25f07847f,3
obqa,14-540,2441,obqa_388cc24f19fbc3e370f8,4
obqa,14-541,2442,obqa_051b7ffa2c8494022927,1
obqa,14-543,2443,obqa_2a021ca9b3bc28def6d9,3
obqa,14-549,2444,obqa_24b6ea91b23008612e06,3
obqa,14-55,2445,obqa_5f0fc88ce82b5702b998,4
obqa,14-551,2446,obqa_4a1afef9be11ba62a86a,1
obqa,14-552,2447,obqa_57fe67ec515456aa53ab,3
obqa,14-553,2448,obqa_677f264dac640dbf8479,2
obqa,14-554,2449,obqa_cd74258eb1f97af41b5f,3
obqa,14-557,2450,obqa_1abaa009bb697c84c62a,4
obqa,14-558,2451,obqa_9dba58648e0f85303db1,2
obqa,14-559,2452,obqa_cf2353c1bcf7ad0be087,3
obqa,14-564,2453,obqa_c43b30c6957b305af558,3
obqa,14-566,2454,obqa_ddb4b286b0431dc6e685,3
obqa,14-567,2455,obqa_11244bf09da0b6453a7f,0
obqa,14-568,2456,obqa_5e7c46a1b7c4616f9106,4
obqa,14-569,2457,obqa_318714d8b326f75876c7,1
obqa,14-57,2458,obqa_686387504f7fec98271b,2
obqa,14-571,2459,obqa_b3d4255c356d8b6651b1,2
obqa,14-573,2460,obqa_4c85536e1a00bef74e09,2
obqa,14-575,2461,obqa_3c7cffdaf2c17e7cce47,4
obqa,14-577,2462,obqa_0ef0796409b581cb81dd,1
obqa,14-578,2463,obqa_6aa09869b539c70bc674,1
obqa,14-579,2464,obqa_6772d39ad9e06c62d88f,0
obqa,14-58,2465,obqa_f03e72af2a9553fd2c30,0
obqa,14-581,2466,obqa_4f9ce953a11000a18d0b,4
obqa,14-588,2467,obqa_72ebb2b9ca9988319852,4
obqa,14-59,2468,obqa_8409e19f0ef4f1b48e13,4
obqa,14-590,2469,obqa_41a3bb5ae1076f160897,1
obqa,14-597,2470,obqa_8d603982775582f829ae,2
obqa,14-6,2471,obqa_56876ca44143d2dc5b13,0
obqa,14-600,2472,obqa_993097ec38ed3902e098,1
obqa,14-601,2473,obqa_c6e43277314f405ed488,1
obqa,14-606,2474,obqa_ad274d1e9ed09553f0cd,3
obqa,14-608,2475,obqa_51844ac13b379f7bd3c8,0
obqa,14-611,2476,obqa_894932498d0a1c5d42bc,1
obqa,14-614,2477,obqa_4b4ccde36576283234cd,3
obqa,14-615,2478,obqa_9bd94932e743c4abca91,3
obqa,14-616,2479,obqa_6a956474f3818496f5ee,3
obqa,14-619,2480,obqa_558f39a400c6f9a9e795,4
obqa,14-620,2481,obqa_da536d41b8ac5a65dcad,1
obqa,14-622,2482,obqa_0c7e764b0ed249d16c4d,1
obqa,14-623,2483,obqa_acf8034fdd1ed1a05b53,1
obqa,14-625,2484,obqa_b6a2ec7e904b02ab5220,4
obqa,14-63,2485,obqa_e662773f2139a11714f3,4
obqa,14-633,2486,obqa_16da82f2cf4b2a9bfacc,2
obqa,14-635,2487,obqa_b307724785b49ada9383,1
obqa,14-636,2488,obqa_6e8ea6eb13e23a604b21,4
obqa,14-638,2489,obqa_5ccd85831ee6501f42aa,1
obqa,14-642,2490,obqa_977d138410e905f4c645,0
obqa,14-643,2491,obqa_e1ce856d8dcf6dd26f92,0
obqa,14-644,2492,obqa_b3affd679a510efc1e9a,1
obqa,14-645,2493,obqa_d1c1300df92139d5dab2,0
obqa,14-646,2494,obqa_981a2ca24285688edeca,0
obqa,14-651,2495,obqa_706e9e6de39bbdd8aad8,1
obqa,14-656,2496,obqa_7b35d9f07200f6979bc3,0
obqa,14-658,2497,obqa_16b55b46364b8be9ca96,1
obqa,14-659,2498,obqa_e0609f0a84a4a5b53b7e,4
obqa,14-66,2499,obqa_7b5b03e311ea73d4069f,0
obqa,14-661,2500,obqa_6ad4a3a0b70ac8e1b50e,2
obqa,14-664,2501,obqa_1734dde1912a05e0d4a0,1
obqa,14-667,2502,obqa_c151e6dcec82957dac36,4
obqa,14-669,2503,obqa_1797a72131b8047b2586,1
obqa,14-670,2504,obqa_06659f0abcdc5352ec38,3
obqa,14-672,2505,obqa_a0be5c48f15b8c609195,3
obqa,14-673,2506,obqa_0cb674852402f8e7e40b,0
obqa,14-674,2507,obqa_65be00436b5089cb982c,3
obqa,14-677,2508,obqa_15f397756f4cccc34dbc,2
obqa,14-681,2509,obqa_9f3d4e9d162a38f95518,2
obqa,14-682,2510,obqa_6ee062148f9438061255,1
obqa,14-686,2511,obqa_0ba80d33b82cf3e7c09d,1
obqa,14-687,2512,obqa_b6fcba4fe06f3b292437,1
obqa,14-692,2513,obqa_75b59a7a32b60eb02ce0,2
obqa,14-693,2514,obqa_cf7dbb79d1041f855cc7,1
obqa,14-694,2515,obqa_49b119ff217a676781e6,1
obqa,14-695,2516,obqa_c8adbfbd99ebd2a5b47f,2
obqa,14-699,2517,obqa_58b07cb9db16640e63d1,4
obqa,14-700,2518,obqa_cb9ad860ad5ee6169bf7,0
obqa,14-701,2519,obqa_2bc210a068f51a791ab0,0
obqa,14-702,2520,obqa_2f94a3e718326eb74d80,2
obqa,14-704,2521,obqa_5cc94c8668b441ab8706,2
obqa,14-705,2522,obqa_4c1761050870dd0491f4,2
obqa,14-709,2523,obqa_5bcfa66276906a53e81d,0
obqa,14-71,2524,obqa_a905368898861709b228,1
obqa,14-711,2525,obqa_87868d689be9bbf8bd39,3
obqa,14-712,2526,obqa_7e87fc95827114419490,4
obqa,14-714,2527,obqa_2889e0a89c51c3d7d07c,1
obqa,14-717,2528,obqa_0009a680fc832c0dec61,4
obqa,14-718,2529,obqa_f745a94cf5751ba76bfa,3
obqa,14-719,2530,obqa_3fa0a7f8f9f664ba96ff,4
obqa,14-72,2531,obqa_44e0dd817d2ec45e24f7,0
obqa,14-721,2532,obqa_060c339e66e47fb9245c,0
obqa,14-723,2533,obqa_98cdc1efae2a3ae07af9,1
obqa,14-724,2534,obqa_85c188665c4f2e783b52,3
obqa,14-725,2535,obqa_bf370c9e78ad3cdde819,1
obqa,14-726,2536,obqa_22fbb683c91b51c9ccb3,2
obqa,14-728,2537,obqa_b7d1be89c51b4ecbed5b,3
obqa,14-731,2538,obqa_8552cbf530e9d3a9110d,2
obqa,14-736,2539,obqa_6f919a3b7d0758f6fb6a,1
obqa,14-74,2540,obqa_9cb1fdfb111a0cebdc1e,1
obqa,14-742,2541,obqa_af354e91a5fd81581858,0
obqa,14-749,2542,obqa_319647be975e82df397b,0
obqa,14-751,2543,obqa_2ac621e1a68a18acc89e,4
obqa,14-753,2544,obqa_6eac4747782968746a80,1
obqa,14-760,2545,obqa_44f62e11a1153d3585d9,2
obqa,14-761,2546,obqa_eac2377e7f711a7df3b7,0
obqa,14-762,2547,obqa_f78d1a12adc11a18359f,3
obqa,14-763,2548,obqa_f44201bcd44abbbf2853,2
obqa,14-767,2549,obqa_58db74479b5d062bff74,1
obqa,14-768,2550,obqa_03f0cf40e824eaeaadd5,2
obqa,14-770,2551,obqa_d5e0dfa3f16172675397,3
obqa,14-771,2552,obqa_9aedd3b661848c2123ce,3
obqa,14-780,2553,obqa_da9cbaf1a04897461340,0
obqa,14-781,2554,obqa_d2104381994371239785,1
obqa,14-787,2555,obqa_eb800fd8f3c4a34567f3,4
obqa,14-79,2556,obqa_f9712b4218a399082348,3
obqa,14-795,2557,obqa_9baf86337b8516af4d66,1
obqa,14-798,2558,obqa_0d7fe685a05441c7fa3c,3
obqa,14-801,2559,obqa_0397c047b6df4c058c4c,0
obqa,14-802,2560,obqa_c060152adde5fa4b72f8,0
obqa,14-803,2561,obqa_1e23d30ef8fa12ecd9f1,1
obqa,14-805,2562,obqa_c130ffe01f55aeb261f3,0
obqa,14-808,2563,obqa_94a0595394ab4c7b039b,4
obqa,14-809,2564,obqa_303e57a8ea70445c5224,2
obqa,14-815,2565,obqa_3fc89613d17b9bf3d41c,1
obqa,14-816,2566,obqa_295bd37cc5c7e467cd64,0
obqa,14-817,2567,obqa_0ccb968461cb61ee6bd9,1
obqa,14-819,2568,obqa_e30c11522e51ce86aac0,4
obqa,14-820,2569,obqa_de8d7daea28fb4df634d,3
obqa,14-821,2570,obqa_366515a19c24f99108dc,2
obqa,14-822,2571,obqa_83612d16c5ac6a8b5e65,0
obqa,14-825,2572,obqa_f87b5eb0672618fa261f,0
obqa,14-826,2573,obqa_5f5c9c4be3b5d116f9c3,0
obqa,14-827,2574,obqa_fd894605e78617f2218c,3
obqa,14-828,2575,obqa_d7fd74db6ed13de7ded0,4
obqa,14-831,2576,obqa_545e0aca804210d103ce,1
obqa,14-836,2577,obqa_71b92941970fec4cf2a1,4
obqa,14-838,2578,obqa_ff537aba426e9b7923a9,0
obqa,14-840,2579,obqa_3210ad168ed001c2be3c,1
obqa,14-842,2580,obqa_68394648494ac75f3739,0
obqa,14-845,2581,obqa_6e302353bed2a9cd6dc8,4
obqa,14-847,2582,obqa_2dc94507d5894bc8029e,3
obqa,14-848,2583,obqa_897b9da69f93d58c62a0,2
obqa,14-850,2584,obqa_ce7493b3220f3844849d,2
obqa,14-853,2585,obqa_e06eeececdc4f04f45a2,1
obqa,14-857,2586,obqa_58c150229449dd6722bd,1
obqa,14-858,2587,obqa_443864ed73a1cbf4b1db,2
obqa,14-86,2588,obqa_416916d4e31e4a686afb,3
obqa,14-862,2589,obqa_596ca2f557df720da25b,2
obqa,14-864,2590,obqa_e41a8280894205f9a4c4,0
obqa,14-865,2591,obqa_7507197f981d7a54f880,3
obqa,14-866,2592,obqa_1d4adcfc4ee98f657a97,1
obqa,14-873,2593,obqa_8c9b69a37823dd62d833,1
obqa,14-874,2594,obqa_643689c6581cbb3ffd6e,1
obqa,14-876,2595,obqa_41030df78edee0b97956,0
obqa,14-879,2596,obqa_42bf4d5d9fcc02bfda4e,3
obqa,14-88,2597,obqa_3ec5da6e8316b0e70472,3
obqa,14-881,2598,obqa_55cb7039b1a2d81c52a9,3
obqa,14-883,2599,obqa_a8db7b0db110903e5324,2
obqa,14-884,2600,obqa_e08f8fe240de5f1f6cc8,0
obqa,14-886,2601,obqa_e414f6c471b16266ee03,3
obqa,14-887,2602,obqa_36a61d00c474faeb7d1e,1
obqa,14-889,2603,obqa_4d8948ee030f0d4f810f,2
obqa,14-891,2604,obqa_4dc11dea43eec4262c9c,0
obqa,14-892,2605,obqa_e72b79f15ecb36a11d4a,4
obqa,14-893,2606,obqa_cc23db2c60ce5d20f93d,4
obqa,14-894,2607,obqa_7c032a0db16a8053e363,1
obqa,14-895,2608,obqa_8d0b4cab5fe5377b743a,1
obqa,14-9,2609,obqa_0e1078e639b86a5c3edb,0
obqa,14-90,2610,obqa_78edd8285d0a4613af1f,4
obqa,14-905,2611,obqa_f2acc06ecd17c7051948,3
obqa,14-910,2612,obqa_e0e4a25b0f8e46ba9523,1
obqa,14-918,2613,obqa_1d773b664e879f567421,4
obqa,14-919,2614,obqa_4037125fe830f2bc8b88,0
obqa,14-920,2615,obqa_727b7b0f9893106fc776,2
obqa,14-922,2616,obqa_9c7a164f5d618f0f5089,4
obqa,14-923,2617,obqa_22e5cb7c2fe34dedc6b3,0
obqa,14-924,2618,obqa_e6852af171ff3ddfd78a,0
obqa,14-925,2619,obqa_3c7da913972967e1e6fd,1
obqa,14-926,2620,obqa_7bfd809537d20db07146,4
obqa,14-928,2621,obqa_343b60034fc73efb76fe,2
obqa,14-929,2622,obqa_3a78b35f4138eaf67d04,0
obqa,14-93,2623,obqa_777562e25c3c663d31be,4
obqa,14-934,2624,obqa_e67ecfd7fce19270d7ec,0
obqa,14-935,2625,obqa_4d9182b801cde148d519,0
obqa,14-936,2626,obqa_6f7f12c96ba7ae2608ee,4
obqa,14-937,2627,obqa_7b30944304d5a5e02b72,1
obqa,14-938,2628,obqa_c8978a2eaab9587a4d36,3
obqa,14-939,2629,obqa_cf8bd92915dba58747c5,4
obqa,14-943,2630,obqa_a9e1a9c47d6919df1b5f,2
obqa,14-944,2631,obqa_0fc401bdff80806b445e,2
obqa,14-95,2632,obqa_19dd565efc767e3b5629,4
obqa,14-950,2633,obqa_f6dc59e1a7c6757488e9,2
obqa,14-951,2634,obqa_c82f95aff9e0029b0f10,4
obqa,14-952,2635,obqa_d6d0b79dbbeead87e0d7,3
obqa,14-953,2636,obqa_7b53a50266b6bab0b291,0
obqa,14-955,2637,obqa_b0594e325122075d56cc,3
obqa,14-957,2638,obqa_5b64770b4abb8e13852d,1
obqa,14-959,2639,obqa_cc8a0014e354887f93ce,1
obqa,14-960,2640,obqa_430e4934bcfd394137ba,0
obqa,14-964,2641,obqa_55a4112503f4a17775e9,1
obqa,14-965,2642,obqa_35cd816084f8ce61980c,4
obqa,14-966,2643,obqa_4a34e00dc123619b258d,2
obqa,14-967,2644,obqa_35ec9bd93c84a485e1e7,4
obqa,14-97,2645,obqa_17f38b21eed5e8df02a9,1
obqa,14-970,2646,obqa_2571e5a1a666bb2a1593,0
obqa,14-972,2647,obqa_a724461778072e8fbf8a,3
obqa,14-974,2648,obqa_bafbe9b440989c234543,4
obqa,14-980,2649,obqa_1ff412f48a95246c2a4b,1
obqa,14-981,2650,obqa_418c7ec07d43ca5ce2cc,4
obqa,14-982,2651,obqa_bdf88e4248354f00acf5,0
obqa,14-983,2652,obqa_2623fc524cd5f3645239,0
obqa,14-986,2653,obqa_71e9e2b01279a6d76dae,1
obqa,14-987,2654,obqa_42ad6ae280339ca55196,2
obqa,14-99,2655,obqa_021d99c635fda260bbde,2
obqa,14-990,2656,obqa_f1c4d8003f0148b2a105,0
obqa,14-995,2657,obqa_01bbabde8b62cc52b5a6,1
obqa,14-997,2658,obqa_8cb16b0982db8e659c98,3
obqa,14-998,2659,obqa_eb4917ca261874b8887c,2
obqa,14-999,2660,obqa_4713e6cfd4135c8a2c6b,4
obqa,1404,2661,obqa_18d65db8ea4c38eee64d,2
obqa,1412,2662,obqa_394bb73d7c074f6ad902,2
obqa,1413,2663,obqa_5601d52a58292d4fbfb0,1
obqa,1422,2664,obqa_38ba77423508e1e26915,2
obqa,1427,2665,obqa_9a281faa14d89f797e96,3
obqa,1432,2666,obqa_eeb22ff0251b077c9a35,1
obqa,1433,2667,obqa_4bf64d23b49ce34081c1,0
obqa,1435,2668,obqa_6de4455cac89f686e304,0
obqa,1440,2669,obqa_0ac60aa388acbaf3da41,3
obqa,1442,2670,obqa_62d64ad4399851470155,4
obqa,1443,2671,obqa_88cd589c33707dcbcc13,1
obqa,1453,2672,obqa_83fa680202daa337aa9a,1
obqa,1466,2673,obqa_dba641bc85c8ee94dda9,4
obqa,148,2674,obqa_2132cee74a4e0907fdac,2
obqa,1489,2675,obqa_1c50dd5d9a481a265ee5,3
obqa,1494,2676,obqa_45251a27c8125375bc5f,0
obqa,1505,2677,obqa_27d94f66bb4c01db9b91,2
obqa,1509,2678,obqa_80d7b9810d892cd031ee,2
obqa,1514,2679,obqa_99c9a6bb95049e6a4cf0,1
obqa,1529,2680,obqa_d1198951b9dfd7d0aea0,2
obqa,1542,2681,obqa_f822cf78147bd3ab7f5e,2
obqa,1544,2682,obqa_735f042917f42f3b5baa,0
obqa,155,2683,obqa_98bbcec58db664182128,1
obqa,1552,2684,obqa_e2d1d8ac46a7429be957,1
obqa,1564,2685,obqa_67735edc2f828ffea4fc,1
obqa,1567,2686,obqa_0099fef14f6d34dbe7bc,1
obqa,1570,2687,obqa_4f231e927d35c2f87bc2,2
obqa,1573,2688,obqa_f1c33a493ce6de3bac68,4
obqa,1575,2689,obqa_b0fe15a29ceed0f73bb9,0
obqa,1579,2690,obqa_299e3709ac342a762c4b,0
obqa,1589,2691,obqa_2b7aecc3f7bf78d22dd1,3
obqa,1591,2692,obqa_a7bff1787aed2f7c74e6,4
obqa,161,2693,obqa_05404d8363062a52e72e,4
obqa,1640,2694,obqa_1efbe31d8a39324c92c4,4
obqa,1644,2695,obqa_3d21b287902fe640fae4,3
obqa,1646,2696,obqa_aca62f367c74ce64d86b,4
obqa,1656,2697,obqa_78e537c02a28e1b1f785,3
obqa,1658,2698,obqa_42a0c517748950c682e8,3
obqa,1669,2699,obqa_9c8597d75579b661f7af,0
obqa,168,2700,obqa_36dda9babcb8ecc4c984,2
obqa,1681,2701,obqa_d60a1b06bc9fac8b8aca,2
obqa,1695,2702,obqa_262ebe63bb76f65117d5,2
obqa,1696,2703,obqa_b3cf5c8b4a12795026f0,1
obqa,1703,2704,obqa_6fed5ac434d22a85d643,4
obqa,1705,2705,obqa_516a89137d1cfce26fb2,2
obqa,172,2706,obqa_c0d812d2e8c461983925,4
obqa,1721,2707,obqa_0871b646b03880d6e397,3
obqa,1722,2708,obqa_08474bb0bf7e1ad0b7be,1
obqa,1738,2709,obqa_1ec01101e40c104195f2,3
obqa,1757,2710,obqa_ce9eece3ad4fdc75a4b5,2
obqa,1766,2711,obqa_f722f0bcd62791312481,3
obqa,1768,2712,obqa_b061d091c9a8202b3cf3,0
obqa,1770,2713,obqa_ebb3af0d59049cc989af,3
obqa,1784,2714,obqa_041a8084168191698b70,2
obqa,1792,2715,obqa_8eceddfcdc847d32242f,3
obqa,1806,2716,obqa_c685f2c30e851ef19e9d,1
obqa,1826,2717,obqa_1f5f89e8d7b00df2e759,3
obqa,1827,2718,obqa_b1ee28af4fba7ff96e1c,0
obqa,183,2719,obqa_1b9c1742873334ce7346,2
obqa,1844,2720,obqa_43cbbe38db42a9c04d50,2
obqa,1846,2721,obqa_0d1a22bcaead19befc8a,1
obqa,1860,2722,obqa_71e9f3e840e43bfaa91d,1
obqa,1867,2723,obqa_9ca28450985e56a92867,1
obqa,1873,2724,obqa_79dfc82bb6dda6753992,3
obqa,1875,2725,obqa_90fb10e6d5d5c4601098,4
obqa,1877,2726,obqa_21448ffe7ab9d21c8dc6,1
obqa,1878,2727,obqa_7ad862dbc20cbd028d67,2
obqa,1879,2728,obqa_df6b3d5fdd62c981258d,2
obqa,1885,2729,obqa_3d0ff305ae516fe14c9c,4
obqa,1891,2730,obqa_f6b1e7a99839d0cfe625,0
obqa,1895,2731,obqa_31494bdd5dd110e2f534,0
obqa,1898,2732,obqa_970da3a863ca6f53e475,1
obqa,1908,2733,obqa_ac957682d568a392d3fe,2
obqa,1921,2734,obqa_460e52cbae9b2dfd3406,3
obqa,1929,2735,obqa_8c9fcf0119b8e2ae2fea,4
obqa,1936,2736,obqa_631ada78b0e5922559d3,2
obqa,1938,2737,obqa_3ed8512c00e5dfbd7fba,4
obqa,1944,2738,obqa_e5981b488b3d53406587,2
obqa,1946,2739,obqa_589c2dd6c312bcec06bd,2
obqa,1950,2740,obqa_4580cebee56efee51884,1
obqa,1952,2741,obqa_cbd1871a821d67fdcbd0,0
obqa,196,2742,obqa_cc2fced950be4ce1fdb1,1
obqa,1962,2743,obqa_38b831fc5c08faf7e183,3
obqa,1989,2744,obqa_952e14bc0938f495576a,4
obqa,1992,2745,obqa_1555caab54a354aec29d,0
obqa,203,2746,obqa_4fba5ba04346552be5b9,1
obqa,204,2747,obqa_c232d741aefcc7c2de01,3
obqa,205,2748,obqa_4939461bd8004422d7f5,0
obqa,206,2749,obqa_9c0d60a2e1878afa0af2,0
obqa,207,2750,obqa_fe3d1535062927fb594a,4
obqa,21,2751,obqa_e5545559d95ef8da9a96,2
obqa,210,2752,obqa_54506645f484b2f149af,3
obqa,217,2753,obqa_04a2ed25866d4af5d732,0
obqa,24,2754,obqa_94f50e52ad61385c2fc2,0
obqa,246,2755,obqa_c819f12b581250b32a82,1
obqa,252,2756,obqa_342c8d9a56331343e729,4
obqa,254,2757,obqa_9ae33b1181c6ea757a09,3
obqa,267,2758,obqa_94405c548aa5a4d048ce,0
obqa,272,2759,obqa_97c2633de0d26258c7b7,3
